municipality_code,municipality_name,year,population,average_income
580,Aabenraa,2008,60189,257029.5
580,Aabenraa,2009,60392,255130.2
580,Aabenraa,2010,59978,271481.9
580,Aabenraa,2011,59795,268613.8
580,Aabenraa,2012,59600,268157.0
580,Aabenraa,2013,59208,271096.6
580,Aabenraa,2014,58970,272634.0
580,Aabenraa,2015,58904,278115.4
580,Aabenraa,2016,58869,282946.2
580,Aabenraa,2017,59003,291382.8
580,Aabenraa,2018,59089,293698.9
580,Aabenraa,2019,59035,301420.3
580,Aabenraa,2020,58761,313457.1
580,Aabenraa,2021,58526,320495.0
580,Aabenraa,2022,58693,303108.0
580,Aabenraa,2023,59002,300251.8
580,Aabenraa,2024,58657,307494.2
851,Aalborg,2008,195145,257142.8
851,Aalborg,2009,196292,262406.3
851,Aalborg,2010,197426,276678.2
851,Aalborg,2011,199188,273966.0
851,Aalborg,2012,201142,273389.4
851,Aalborg,2013,203448,277056.2
851,Aalborg,2014,205809,280228.9
851,Aalborg,2015,207805,285189.7
851,Aalborg,2016,210316,289002.2
851,Aalborg,2017,211937,294905.2
851,Aalborg,2018,213558,299846.0
851,Aalborg,2019,215312,304987.7
851,Aalborg,2020,217075,318095.7
851,Aalborg,2021,219487,325462.8
851,Aalborg,2022,221082,305963.2
851,Aalborg,2023,222571,306911.1
851,Aalborg,2024,223174,314877.8
751,Aarhus,2008,298538,263665.4
751,Aarhus,2009,302618,268756.0
751,Aarhus,2010,306650,286651.0
751,Aarhus,2011,310956,284411.9
751,Aarhus,2012,314545,283587.4
751,Aarhus,2013,319094,291566.9
751,Aarhus,2014,323893,296621.9
751,Aarhus,2015,326246,308363.8
751,Aarhus,2016,330639,308387.6
751,Aarhus,2017,335684,316450.8
751,Aarhus,2018,340421,320799.6
751,Aarhus,2019,345332,325673.0
751,Aarhus,2020,349983,339017.5
751,Aarhus,2021,352751,349004.4
751,Aarhus,2022,355238,324203.7
751,Aarhus,2023,361544,324531.7
751,Aarhus,2024,367095,332076.0
165,Albertslund,2008,27602,255973.1
165,Albertslund,2009,27706,259236.8
165,Albertslund,2010,27730,269876.3
165,Albertslund,2011,27800,261674.4
165,Albertslund,2012,27864,261780.4
165,Albertslund,2013,27824,261728.5
165,Albertslund,2014,27728,266933.4
165,Albertslund,2015,27806,271176.5
165,Albertslund,2016,27880,275347.4
165,Albertslund,2017,27896,276171.6
165,Albertslund,2018,27743,281472.4
165,Albertslund,2019,27877,284100.7
165,Albertslund,2020,27731,295906.2
165,Albertslund,2021,27366,302791.5
165,Albertslund,2022,27599,282918.7
165,Albertslund,2023,27530,285319.6
165,Albertslund,2024,27677,290110.6
201,Allerød,2008,23493,343580.5
201,Allerød,2009,23821,344416.9
201,Allerød,2010,24089,379117.8
201,Allerød,2011,24096,383899.8
201,Allerød,2012,24043,383070.8
201,Allerød,2013,24073,391544.3
201,Allerød,2014,24175,400922.2
201,Allerød,2015,24411,410387.8
201,Allerød,2016,24732,415795.7
201,Allerød,2017,24942,421416.3
201,Allerød,2018,25235,425306.2
201,Allerød,2019,25646,440449.8
201,Allerød,2020,25633,449249.4
201,Allerød,2021,25893,464725.0
201,Allerød,2022,25867,430858.8
201,Allerød,2023,26061,426877.8
201,Allerød,2024,25962,433738.7
420,Assens,2008,42054,248316.6
420,Assens,2009,42128,258133.3
420,Assens,2010,42054,274223.4
420,Assens,2011,41635,271033.2
420,Assens,2012,41443,270973.7
420,Assens,2013,41325,274509.4
420,Assens,2014,41037,276560.4
420,Assens,2015,41046,282219.9
420,Assens,2016,41224,285720.5
420,Assens,2017,41390,291002.2
420,Assens,2018,41328,293563.5
420,Assens,2019,41212,304183.3
420,Assens,2020,40965,314640.3
420,Assens,2021,40867,322046.1
420,Assens,2022,40972,300334.8
420,Assens,2023,40944,301042.3
420,Assens,2024,40646,300908.5
151,Ballerup,2008,47116,281885.8
151,Ballerup,2009,47398,279062.9
151,Ballerup,2010,47652,294624.5
151,Ballerup,2011,47930,294506.6
151,Ballerup,2012,47994,293335.9
151,Ballerup,2013,48211,296909.2
151,Ballerup,2014,48514,308056.1
151,Ballerup,2015,48355,311163.3
151,Ballerup,2016,48224,314741.4
151,Ballerup,2017,48231,318346.2
151,Ballerup,2018,48295,322999.9
151,Ballerup,2019,48458,328976.0
151,Ballerup,2020,48602,341703.0
151,Ballerup,2021,49310,349139.9
151,Ballerup,2022,49274,325061.3
151,Ballerup,2023,50039,330295.3
151,Ballerup,2024,51237,334083.8
530,Billund,2008,26181,263671.5
530,Billund,2009,26235,264981.6
530,Billund,2010,26160,285641.4
530,Billund,2011,26155,286011.8
530,Billund,2012,26220,288575.9
530,Billund,2013,26357,295861.0
530,Billund,2014,26318,296862.3
530,Billund,2015,26285,298886.9
530,Billund,2016,26434,302803.1
530,Billund,2017,26481,315637.2
530,Billund,2018,26482,318809.0
530,Billund,2019,26629,325489.0
530,Billund,2020,26608,338185.3
530,Billund,2021,26551,349005.0
530,Billund,2022,26631,329825.3
530,Billund,2023,27021,470346.1
530,Billund,2024,27119,340247.8
400,Bornholm,2008,42817,239089.8
400,Bornholm,2009,42563,244140.4
400,Bornholm,2010,42154,260062.8
400,Bornholm,2011,41802,255078.9
400,Bornholm,2012,41303,255287.8
400,Bornholm,2013,40715,257100.5
400,Bornholm,2014,40215,260931.9
400,Bornholm,2015,39828,265290.6
400,Bornholm,2016,39756,270126.0
400,Bornholm,2017,39695,275221.9
400,Bornholm,2018,39632,276787.7
400,Bornholm,2019,39572,286259.3
400,Bornholm,2020,39499,294596.0
400,Bornholm,2021,39570,298542.5
400,Bornholm,2022,39545,277034.5
400,Bornholm,2023,39602,279942.6
400,Bornholm,2024,39332,284195.5
153,Brøndby,2008,33831,259824.2
153,Brøndby,2009,33762,258143.6
153,Brøndby,2010,33795,268662.0
153,Brøndby,2011,34021,266444.5
153,Brøndby,2012,34084,263470.3
153,Brøndby,2013,34210,265236.5
153,Brøndby,2014,34580,268244.7
153,Brøndby,2015,35050,271490.7
153,Brøndby,2016,35322,276114.5
153,Brøndby,2017,35594,277198.8
153,Brøndby,2018,35538,283012.7
153,Brøndby,2019,35397,286361.3
153,Brøndby,2020,35090,298135.2
153,Brøndby,2021,35232,302928.9
153,Brøndby,2022,35651,283230.4
153,Brøndby,2023,37128,283031.0
153,Brøndby,2024,39067,289680.8
810,Brønderslev,2008,35525,234175.1
810,Brønderslev,2009,35762,246839.6
810,Brønderslev,2010,35804,263581.2
810,Brønderslev,2011,35789,263851.1
810,Brønderslev,2012,35754,268752.9
810,Brønderslev,2013,35600,274780.5
810,Brønderslev,2014,35627,275123.7
810,Brønderslev,2015,35781,276927.6
810,Brønderslev,2016,36047,288833.2
810,Brønderslev,2017,36128,290194.0
810,Brønderslev,2018,36289,290352.3
810,Brønderslev,2019,36370,302643.0
810,Brønderslev,2020,36304,315977.7
810,Brønderslev,2021,36177,325639.0
810,Brønderslev,2022,36194,303490.7
810,Brønderslev,2023,36540,301307.2
810,Brønderslev,2024,36614,303320.4
411,Christiansø,2008,96,
411,Christiansø,2009,96,
411,Christiansø,2010,101,
411,Christiansø,2011,94,
411,Christiansø,2012,103,
411,Christiansø,2013,92,
411,Christiansø,2014,90,
411,Christiansø,2015,91,
411,Christiansø,2016,91,
411,Christiansø,2017,78,
411,Christiansø,2018,83,
411,Christiansø,2019,90,
411,Christiansø,2020,84,
411,Christiansø,2021,90,
411,Christiansø,2022,93,
411,Christiansø,2023,93,
411,Christiansø,2024,91,
155,Dragør,2008,13261,342500.5
155,Dragør,2009,13411,334669.1
155,Dragør,2010,13564,368115.7
155,Dragør,2011,13717,385425.6
155,Dragør,2012,13692,381605.5
155,Dragør,2013,13917,389856.7
155,Dragør,2014,13977,400136.2
155,Dragør,2015,14028,410230.1
155,Dragør,2016,14142,417517.7
155,Dragør,2017,14288,425056.8
155,Dragør,2018,14272,431990.6
155,Dragør,2019,14270,441682.1
155,Dragør,2020,14494,454393.7
155,Dragør,2021,14569,471199.0
155,Dragør,2022,14640,438376.8
155,Dragør,2023,14609,446642.4
155,Dragør,2024,14569,449386.2
240,Egedal,2008,40533,322460.3
240,Egedal,2009,41031,316460.7
240,Egedal,2010,41513,343596.3
240,Egedal,2011,41614,341081.8
240,Egedal,2012,41821,340349.6
240,Egedal,2013,42018,349518.5
240,Egedal,2014,42210,354096.4
240,Egedal,2015,42573,363026.0
240,Egedal,2016,42773,366471.1
240,Egedal,2017,43082,374425.2
240,Egedal,2018,43000,380830.0
240,Egedal,2019,43335,381731.3
240,Egedal,2020,43354,397712.3
240,Egedal,2021,43696,409946.4
240,Egedal,2022,44375,373446.5
240,Egedal,2023,45202,380477.0
240,Egedal,2024,45532,379831.0
561,Esbjerg,2008,114244,264644.4
561,Esbjerg,2009,114595,268033.8
561,Esbjerg,2010,115114,283897.8
561,Esbjerg,2011,115184,281603.4
561,Esbjerg,2012,115112,282956.5
561,Esbjerg,2013,115051,288054.5
561,Esbjerg,2014,115095,292172.9
561,Esbjerg,2015,115446,294492.4
561,Esbjerg,2016,115748,297953.8
561,Esbjerg,2017,115905,303022.1
561,Esbjerg,2018,116032,307663.4
561,Esbjerg,2019,115652,314821.4
561,Esbjerg,2020,115483,325715.0
561,Esbjerg,2021,115579,337030.9
561,Esbjerg,2022,115459,314261.5
561,Esbjerg,2023,115758,315684.3
561,Esbjerg,2024,115423,323331.0
430,Faaborg-Midtfyn,2008,51950,252686.4
430,Faaborg-Midtfyn,2009,52108,256164.7
430,Faaborg-Midtfyn,2010,52085,270643.5
430,Faaborg-Midtfyn,2011,51926,270419.7
430,Faaborg-Midtfyn,2012,51635,271545.0
430,Faaborg-Midtfyn,2013,51409,274526.2
430,Faaborg-Midtfyn,2014,51078,279676.2
430,Faaborg-Midtfyn,2015,50953,283775.8
430,Faaborg-Midtfyn,2016,51236,282647.2
430,Faaborg-Midtfyn,2017,51376,290512.1
430,Faaborg-Midtfyn,2018,51536,295841.4
430,Faaborg-Midtfyn,2019,51809,301498.0
430,Faaborg-Midtfyn,2020,51556,314592.3
430,Faaborg-Midtfyn,2021,51683,320076.3
430,Faaborg-Midtfyn,2022,51849,301973.2
430,Faaborg-Midtfyn,2023,52253,299792.0
430,Faaborg-Midtfyn,2024,52291,301789.8
563,Fanø,2008,3192,292258.5
563,Fanø,2009,3207,300677.9
563,Fanø,2010,3219,315099.3
563,Fanø,2011,3213,316472.1
563,Fanø,2012,3251,314155.8
563,Fanø,2013,3237,320130.5
563,Fanø,2014,3264,324844.4
563,Fanø,2015,3263,326286.2
563,Fanø,2016,3290,324935.4
563,Fanø,2017,3345,330208.5
563,Fanø,2018,3401,332785.8
563,Fanø,2019,3404,334237.2
563,Fanø,2020,3488,347987.5
563,Fanø,2021,3456,362087.6
563,Fanø,2022,3427,329757.6
563,Fanø,2023,3426,326442.9
563,Fanø,2024,3357,327402.2
710,Favrskov,2008,45604,276296.8
710,Favrskov,2009,46248,279696.5
710,Favrskov,2010,46529,300312.5
710,Favrskov,2011,46894,299104.3
710,Favrskov,2012,47117,300568.9
710,Favrskov,2013,47156,307793.6
710,Favrskov,2014,47163,312782.0
710,Favrskov,2015,47523,317516.7
710,Favrskov,2016,47655,324378.9
710,Favrskov,2017,47915,330394.1
710,Favrskov,2018,48271,336580.2
710,Favrskov,2019,48374,344211.2
710,Favrskov,2020,48397,360690.6
710,Favrskov,2021,48381,370399.9
710,Favrskov,2022,48880,345054.6
710,Favrskov,2023,49408,342524.3
710,Favrskov,2024,49377,340693.6
320,Faxe,2008,35418,268055.2
320,Faxe,2009,35441,269447.2
320,Faxe,2010,35306,285481.6
320,Faxe,2011,35277,279392.8
320,Faxe,2012,35110,280347.8
320,Faxe,2013,35123,284133.2
320,Faxe,2014,35119,288155.9
320,Faxe,2015,35195,291270.6
320,Faxe,2016,35614,295633.5
320,Faxe,2017,35916,299167.7
320,Faxe,2018,36139,304180.0
320,Faxe,2019,36513,311114.0
320,Faxe,2020,36576,325505.1
320,Faxe,2021,36713,330941.4
320,Faxe,2022,37161,310289.5
320,Faxe,2023,37344,309032.3
320,Faxe,2024,37753,310319.8
210,Fredensborg,2008,39240,323559.6
210,Fredensborg,2009,39254,316920.5
210,Fredensborg,2010,39226,345974.4
210,Fredensborg,2011,39341,343818.1
210,Fredensborg,2012,39565,344914.1
210,Fredensborg,2013,39462,354864.9
210,Fredensborg,2014,39585,362105.9
210,Fredensborg,2015,39772,375500.3
210,Fredensborg,2016,40112,378213.7
210,Fredensborg,2017,40504,378633.8
210,Fredensborg,2018,40779,386415.3
210,Fredensborg,2019,40819,396911.9
210,Fredensborg,2020,40865,406617.6
210,Fredensborg,2021,40998,426938.4
210,Fredensborg,2022,41211,381160.3
210,Fredensborg,2023,41689,390057.0
210,Fredensborg,2024,42009,401957.2
607,Fredericia,2008,49463,266410.1
607,Fredericia,2009,49690,270622.0
607,Fredericia,2010,49849,285253.8
607,Fredericia,2011,50104,277147.3
607,Fredericia,2012,50193,276420.1
607,Fredericia,2013,50374,280650.4
607,Fredericia,2014,50324,285284.0
607,Fredericia,2015,50429,291239.0
607,Fredericia,2016,50689,301314.6
607,Fredericia,2017,50868,298954.1
607,Fredericia,2018,51326,303118.1
607,Fredericia,2019,51427,310494.0
607,Fredericia,2020,51377,322506.4
607,Fredericia,2021,51275,331178.2
607,Fredericia,2022,51606,309869.3
607,Fredericia,2023,52173,310308.3
607,Fredericia,2024,52485,315741.3
147,Frederiksberg,2008,93444,289940.7
147,Frederiksberg,2009,95029,294697.3
147,Frederiksberg,2010,96718,318669.4
147,Frederiksberg,2011,98782,317671.5
147,Frederiksberg,2012,100215,319518.4
147,Frederiksberg,2013,102029,328061.3
147,Frederiksberg,2014,102717,336489.9
147,Frederiksberg,2015,103192,345971.0
147,Frederiksberg,2016,104481,353643.6
147,Frederiksberg,2017,105037,362596.7
147,Frederiksberg,2018,104410,372249.9
147,Frederiksberg,2019,103960,383190.5
147,Frederiksberg,2020,104305,402694.9
147,Frederiksberg,2021,103677,420807.2
147,Frederiksberg,2022,103608,384198.3
147,Frederiksberg,2023,104664,390387.4
147,Frederiksberg,2024,104899,404647.2
813,Frederikshavn,2008,62751,252758.7
813,Frederikshavn,2009,62525,258510.5
813,Frederikshavn,2010,62007,273064.8
813,Frederikshavn,2011,61576,273004.1
813,Frederikshavn,2012,61158,278055.4
813,Frederikshavn,2013,60775,279732.9
813,Frederikshavn,2014,60458,280163.2
813,Frederikshavn,2015,60377,284552.4
813,Frederikshavn,2016,60246,288102.1
813,Frederikshavn,2017,60356,292841.5
813,Frederikshavn,2018,60140,294641.1
813,Frederikshavn,2019,59987,302944.1
813,Frederikshavn,2020,59654,313404.4
813,Frederikshavn,2021,59039,320058.7
813,Frederikshavn,2022,58878,301832.1
813,Frederikshavn,2023,58864,301154.8
813,Frederikshavn,2024,58376,306515.0
250,Frederikssund,2008,44102,290176.5
250,Frederikssund,2009,44246,287960.6
250,Frederikssund,2010,44182,303775.6
250,Frederikssund,2011,44307,301584.8
250,Frederikssund,2012,44345,301453.8
250,Frederikssund,2013,44365,308880.4
250,Frederikssund,2014,44401,314465.3
250,Frederikssund,2015,44413,320102.6
250,Frederikssund,2016,44725,325866.8
250,Frederikssund,2017,45036,328023.8
250,Frederikssund,2018,45189,334691.5
250,Frederikssund,2019,45332,339532.9
250,Frederikssund,2020,45223,354770.9
250,Frederikssund,2021,45439,362150.9
250,Frederikssund,2022,45800,338674.1
250,Frederikssund,2023,46117,338297.2
250,Frederikssund,2024,46358,338752.4
190,Furesø,2008,37667,342199.0
190,Furesø,2009,37864,338620.3
190,Furesø,2010,38232,373497.4
190,Furesø,2011,38286,373406.2
190,Furesø,2012,38243,379720.0
190,Furesø,2013,38236,391016.4
190,Furesø,2014,38492,401579.2
190,Furesø,2015,39077,402560.2
190,Furesø,2016,40156,412901.3
190,Furesø,2017,40613,419718.4
190,Furesø,2018,40911,426441.6
190,Furesø,2019,41069,437168.2
190,Furesø,2020,40965,448493.3
190,Furesø,2021,41001,463840.4
190,Furesø,2022,41402,426014.8
190,Furesø,2023,42077,437332.4
190,Furesø,2024,42533,439658.2
157,Gentofte,2008,68913,425247.1
157,Gentofte,2009,69794,413673.2
157,Gentofte,2010,71052,481868.8
157,Gentofte,2011,71714,496744.7
157,Gentofte,2012,72814,503297.3
157,Gentofte,2013,73360,521814.7
157,Gentofte,2014,74282,541606.7
157,Gentofte,2015,74932,606783.4
157,Gentofte,2016,75350,586386.1
157,Gentofte,2017,75805,591836.7
157,Gentofte,2018,75803,597101.2
157,Gentofte,2019,75176,644627.1
157,Gentofte,2020,74830,643299.7
157,Gentofte,2021,74550,720210.7
157,Gentofte,2022,74217,651998.7
157,Gentofte,2023,74838,721661.3
157,Gentofte,2024,75033,691040.2
159,Gladsaxe,2008,62562,289424.4
159,Gladsaxe,2009,63233,287651.0
159,Gladsaxe,2010,64102,307654.7
159,Gladsaxe,2011,64951,308266.9
159,Gladsaxe,2012,65303,306461.4
159,Gladsaxe,2013,66030,313728.8
159,Gladsaxe,2014,66656,320700.5
159,Gladsaxe,2015,67347,326612.3
159,Gladsaxe,2016,67914,330865.1
159,Gladsaxe,2017,68775,336245.5
159,Gladsaxe,2018,69484,340543.1
159,Gladsaxe,2019,69681,348842.8
159,Gladsaxe,2020,69262,367581.5
159,Gladsaxe,2021,69200,376325.5
159,Gladsaxe,2022,69259,349992.6
159,Gladsaxe,2023,70001,357703.6
159,Gladsaxe,2024,70600,364448.7
161,Glostrup,2008,20673,281813.7
161,Glostrup,2009,21008,282392.2
161,Glostrup,2010,21296,297649.4
161,Glostrup,2011,21384,292588.7
161,Glostrup,2012,21650,288413.7
161,Glostrup,2013,21869,294200.8
161,Glostrup,2014,22066,296607.2
161,Glostrup,2015,22357,303651.7
161,Glostrup,2016,22461,306253.0
161,Glostrup,2017,22528,310019.2
161,Glostrup,2018,22663,314935.6
161,Glostrup,2019,22615,320442.4
161,Glostrup,2020,23128,334753.8
161,Glostrup,2021,23380,343464.5
161,Glostrup,2022,23514,319129.2
161,Glostrup,2023,23635,319203.6
161,Glostrup,2024,23655,326801.1
253,Greve,2008,47773,316616.9
253,Greve,2009,47951,304483.2
253,Greve,2010,47826,327047.0
253,Greve,2011,47978,327744.7
253,Greve,2012,47942,327135.9
253,Greve,2013,47980,334525.2
253,Greve,2014,48095,340816.4
253,Greve,2015,48835,344305.4
253,Greve,2016,49518,348877.3
253,Greve,2017,49921,354219.1
253,Greve,2018,49974,359011.2
253,Greve,2019,50267,363367.7
253,Greve,2020,50558,377951.7
253,Greve,2021,50514,385083.2
253,Greve,2022,50818,355711.2
253,Greve,2023,51507,360961.5
253,Greve,2024,52157,364338.8
270,Gribskov,2008,40512,296861.4
270,Gribskov,2009,40627,290406.1
270,Gribskov,2010,40694,312904.1
270,Gribskov,2011,40700,307243.2
270,Gribskov,2012,40603,312119.3
270,Gribskov,2013,40655,313594.4
270,Gribskov,2014,40778,322950.8
270,Gribskov,2015,40855,326106.6
270,Gribskov,2016,41107,330861.4
270,Gribskov,2017,41213,334452.3
270,Gribskov,2018,41217,339082.9
270,Gribskov,2019,41195,343931.2
270,Gribskov,2020,41048,362269.4
270,Gribskov,2021,40971,370485.4
270,Gribskov,2022,41147,344058.8
270,Gribskov,2023,41547,344156.4
270,Gribskov,2024,41920,346564.4
376,Guldborgsund,2008,63496,247253.4
376,Guldborgsund,2009,63211,250686.8
376,Guldborgsund,2010,62912,263337.0
376,Guldborgsund,2011,62583,251651.9
376,Guldborgsund,2012,61913,256861.4
376,Guldborgsund,2013,61322,264442.4
376,Guldborgsund,2014,61007,264953.6
376,Guldborgsund,2015,60829,270206.8
376,Guldborgsund,2016,60979,271559.1
376,Guldborgsund,2017,61257,274023.6
376,Guldborgsund,2018,61219,276808.4
376,Guldborgsund,2019,60930,284340.8
376,Guldborgsund,2020,60722,298674.1
376,Guldborgsund,2021,60328,309181.5
376,Guldborgsund,2022,60310,288147.4
376,Guldborgsund,2023,60231,286761.3
376,Guldborgsund,2024,59759,288186.7
510,Haderslev,2008,56414,251877.5
510,Haderslev,2009,56508,260978.8
510,Haderslev,2010,56346,272398.7
510,Haderslev,2011,56117,266879.0
510,Haderslev,2012,56188,265234.7
510,Haderslev,2013,56051,270064.4
510,Haderslev,2014,55906,273013.8
510,Haderslev,2015,55888,277793.9
510,Haderslev,2016,56029,280193.1
510,Haderslev,2017,56045,287632.3
510,Haderslev,2018,55963,291654.4
510,Haderslev,2019,55857,299830.0
510,Haderslev,2020,55670,311166.6
510,Haderslev,2021,55376,317978.1
510,Haderslev,2022,55340,298175.8
510,Haderslev,2023,55353,296493.8
510,Haderslev,2024,55438,296827.2
260,Halsnæs,2008,30824,273039.7
260,Halsnæs,2009,31013,266818.8
260,Halsnæs,2010,31077,281660.7
260,Halsnæs,2011,31056,277439.0
260,Halsnæs,2012,30980,278002.5
260,Halsnæs,2013,30803,284002.8
260,Halsnæs,2014,30647,288944.0
260,Halsnæs,2015,30736,293520.7
260,Halsnæs,2016,31049,297608.8
260,Halsnæs,2017,31162,303436.7
260,Halsnæs,2018,31168,307597.3
260,Halsnæs,2019,31271,312270.8
260,Halsnæs,2020,31384,326657.3
260,Halsnæs,2021,31420,332927.9
260,Halsnæs,2022,31344,308893.9
260,Halsnæs,2023,31466,312271.3
260,Halsnæs,2024,31515,316298.6
