DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2024,733745
10. decil,Aabenraa,Nominelle priser,1987,160791
10. decil,Aabenraa,Nominelle priser,1988,169217
10. decil,Aabenraa,Nominelle priser,1989,178127
10. decil,Aabenraa,Nominelle priser,1990,186215
10. decil,Aabenraa,Nominelle priser,1991,200033
10. decil,Aabenraa,Nominelle priser,1992,206835
10. decil,Aabenraa,Nominelle priser,1993,220454
10. decil,Aabenraa,Nominelle priser,1994,237480
10. decil,Aabenraa,Nominelle priser,1995,252185
10. decil,Aabenraa,Nominelle priser,1996,263885
10. decil,Aabenraa,Nominelle priser,1997,276047
10. decil,Aabenraa,Nominelle priser,1998,290493
10. decil,Aabenraa,Nominelle priser,1999,304474
10. decil,Aabenraa,Nominelle priser,2000,324704
10. decil,Aabenraa,Nominelle priser,2001,312826
10. decil,Aabenraa,Nominelle priser,2002,335464
10. decil,Aabenraa,Nominelle priser,2003,330878
10. decil,Aabenraa,Nominelle priser,2004,369420
10. decil,Aabenraa,Nominelle priser,2005,383644
10. decil,Aabenraa,Nominelle priser,2006,405185
10. decil,Aabenraa,Nominelle priser,2007,429255
10. decil,Aabenraa,Nominelle priser,2008,418240
10. decil,Aabenraa,Nominelle priser,2009,393418
10. decil,Aabenraa,Nominelle priser,2010,440643
10. decil,Aabenraa,Nominelle priser,2011,447848
10. decil,Aabenraa,Nominelle priser,2012,464902
10. decil,Aabenraa,Nominelle priser,2013,477829
10. decil,Aabenraa,Nominelle priser,2014,495003
10. decil,Aabenraa,Nominelle priser,2015,493638
10. decil,Aabenraa,Nominelle priser,2016,507715
10. decil,Aabenraa,Nominelle priser,2017,551317
10. decil,Aabenraa,Nominelle priser,2018,547713
10. decil,Aabenraa,Nominelle priser,2019,589072
10. decil,Aabenraa,Nominelle priser,2020,610688
10. decil,Aabenraa,Nominelle priser,2021,649705
10. decil,Aabenraa,Nominelle priser,2022,672408
10. decil,Aabenraa,Nominelle priser,2023,688831
10. decil,Aabenraa,Nominelle priser,2024,733745
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1987,330272
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1988,335408
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1989,350026
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1990,344772
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1991,362428
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1992,366507
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1993,376135
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1994,409942
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1995,411899
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1996,436791
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1997,442556
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1998,452701
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),1999,454189
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2000,459437
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2001,472571
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2002,469838
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2003,470431
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2004,494119
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2005,514079
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2006,565345
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2007,575290
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2008,539376
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2009,529283
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2010,570214
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2011,569454
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2012,586169
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2013,600026
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2014,602587
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2015,619561
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2016,643824
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2017,664167
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2018,667876
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2019,690642
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2020,740450
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2021,784448
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2022,718020
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2023,746837
10. decil,Favrskov,Faste priser (seneste dataårs prisniveau),2024,712521
10. decil,Favrskov,Nominelle priser,1987,152551
10. decil,Favrskov,Nominelle priser,1988,161928
10. decil,Favrskov,Nominelle priser,1989,177065
10. decil,Favrskov,Nominelle priser,1990,178997
10. decil,Favrskov,Nominelle priser,1991,192678
10. decil,Favrskov,Nominelle priser,1992,198965
10. decil,Favrskov,Nominelle priser,1993,206718
10. decil,Favrskov,Nominelle priser,1994,229804
10. decil,Favrskov,Nominelle priser,1995,235730
10. decil,Favrskov,Nominelle priser,1996,255257
10. decil,Favrskov,Nominelle priser,1997,264301
10. decil,Favrskov,Nominelle priser,1998,275336
10. decil,Favrskov,Nominelle priser,1999,283119
10. decil,Favrskov,Nominelle priser,2000,294751
10. decil,Favrskov,Nominelle priser,2001,310334
10. decil,Favrskov,Nominelle priser,2002,315999
10. decil,Favrskov,Nominelle priser,2003,323005
10. decil,Favrskov,Nominelle priser,2004,343192
10. decil,Favrskov,Nominelle priser,2005,363522
10. decil,Favrskov,Nominelle priser,2006,407369
10. decil,Favrskov,Nominelle priser,2007,421631
10. decil,Favrskov,Nominelle priser,2008,408748
10. decil,Favrskov,Nominelle priser,2009,406400
10. decil,Favrskov,Nominelle priser,2010,447926
10. decil,Favrskov,Nominelle priser,2011,459639
10. decil,Favrskov,Nominelle priser,2012,484513
10. decil,Favrskov,Nominelle priser,2013,499851
10. decil,Favrskov,Nominelle priser,2014,504854
10. decil,Favrskov,Nominelle priser,2015,521421
10. decil,Favrskov,Nominelle priser,2016,543256
10. decil,Favrskov,Nominelle priser,2017,566829
10. decil,Favrskov,Nominelle priser,2018,574644
10. decil,Favrskov,Nominelle priser,2019,598703
10. decil,Favrskov,Nominelle priser,2020,644593
10. decil,Favrskov,Nominelle priser,2021,695541
10. decil,Favrskov,Nominelle priser,2022,685662
10. decil,Favrskov,Nominelle priser,2023,736713
10. decil,Favrskov,Nominelle priser,2024,712521
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1987,340560
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1988,342881
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1989,341805
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1990,344320
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1991,363840
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1992,370683
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1993,386554
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1994,404382
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1995,422753
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1996,429876
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1997,456329
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1998,469435
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),1999,457804
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2000,489124
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2001,494699
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2002,481486
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2003,480156
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2004,516426
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2005,551409
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2006,602179
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2007,576608
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2008,567309
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2009,553931
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2010,581983
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2011,559446
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2012,573143
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2013,602386
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2014,610494
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2015,653764
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2016,621906
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2017,642142
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2018,676949
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2019,690379
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2020,729225
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2021,754885
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2022,713031
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2023,695428
10. decil,Hedensted,Faste priser (seneste dataårs prisniveau),2024,703762
10. decil,Hedensted,Nominelle priser,1987,157303
10. decil,Hedensted,Nominelle priser,1988,165536
10. decil,Hedensted,Nominelle priser,1989,172906
10. decil,Hedensted,Nominelle priser,1990,178762
10. decil,Hedensted,Nominelle priser,1991,193429
10. decil,Hedensted,Nominelle priser,1992,201232
10. decil,Hedensted,Nominelle priser,1993,212444
10. decil,Hedensted,Nominelle priser,1994,226687
10. decil,Hedensted,Nominelle priser,1995,241942
10. decil,Hedensted,Nominelle priser,1996,251216
10. decil,Hedensted,Nominelle priser,1997,272527
10. decil,Hedensted,Nominelle priser,1998,285514
10. decil,Hedensted,Nominelle priser,1999,285373
10. decil,Hedensted,Nominelle priser,2000,313797
10. decil,Hedensted,Nominelle priser,2001,324865
10. decil,Hedensted,Nominelle priser,2002,323833
10. decil,Hedensted,Nominelle priser,2003,329682
10. decil,Hedensted,Nominelle priser,2004,358685
10. decil,Hedensted,Nominelle priser,2005,389919
10. decil,Hedensted,Nominelle priser,2006,433910
10. decil,Hedensted,Nominelle priser,2007,422597
10. decil,Hedensted,Nominelle priser,2008,429916
10. decil,Hedensted,Nominelle priser,2009,425325
10. decil,Hedensted,Nominelle priser,2010,457171
10. decil,Hedensted,Nominelle priser,2011,451561
10. decil,Hedensted,Nominelle priser,2012,473746
10. decil,Hedensted,Nominelle priser,2013,501817
10. decil,Hedensted,Nominelle priser,2014,511479
10. decil,Hedensted,Nominelle priser,2015,550206
10. decil,Hedensted,Nominelle priser,2016,524762
10. decil,Hedensted,Nominelle priser,2017,548032
10. decil,Hedensted,Nominelle priser,2018,582451
10. decil,Hedensted,Nominelle priser,2019,598475
10. decil,Hedensted,Nominelle priser,2020,634821
10. decil,Hedensted,Nominelle priser,2021,669329
10. decil,Hedensted,Nominelle priser,2022,680898
10. decil,Hedensted,Nominelle priser,2023,686000
10. decil,Hedensted,Nominelle priser,2024,703762
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1987,332227
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1988,334262
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1989,381313
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1990,345849
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1991,370407
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1992,374655
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1993,387720
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1994,401715
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1995,434794
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1996,425300
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1997,444699
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1998,463317
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),1999,470934
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2000,474743
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2001,479282
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2002,467746
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2003,478182
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2004,500159
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2005,520925
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2006,563681
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2007,568416
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2008,515552
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2009,521569
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2010,564581
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2011,562778
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2012,577229
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2013,603192
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2014,603758
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2015,618946
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2016,640916
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2017,666803
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2018,672861
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2019,701146
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2020,728803
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2021,754292
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2022,674768
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2023,671125
10. decil,Horsens,Faste priser (seneste dataårs prisniveau),2024,684741
10. decil,Horsens,Nominelle priser,1987,153454
10. decil,Horsens,Nominelle priser,1988,161375
10. decil,Horsens,Nominelle priser,1989,192892
10. decil,Horsens,Nominelle priser,1990,179556
10. decil,Horsens,Nominelle priser,1991,196920
10. decil,Horsens,Nominelle priser,1992,203388
10. decil,Horsens,Nominelle priser,1993,213085
10. decil,Horsens,Nominelle priser,1994,225192
10. decil,Horsens,Nominelle priser,1995,248833
10. decil,Horsens,Nominelle priser,1996,248542
10. decil,Horsens,Nominelle priser,1997,265581
10. decil,Horsens,Nominelle priser,1998,281793
10. decil,Horsens,Nominelle priser,1999,293557
10. decil,Horsens,Nominelle priser,2000,304571
10. decil,Horsens,Nominelle priser,2001,314741
10. decil,Horsens,Nominelle priser,2002,314592
10. decil,Horsens,Nominelle priser,2003,328327
10. decil,Horsens,Nominelle priser,2004,347387
10. decil,Horsens,Nominelle priser,2005,368363
10. decil,Horsens,Nominelle priser,2006,406170
10. decil,Horsens,Nominelle priser,2007,416593
10. decil,Horsens,Nominelle priser,2008,390694
10. decil,Horsens,Nominelle priser,2009,400477
10. decil,Horsens,Nominelle priser,2010,443501
10. decil,Horsens,Nominelle priser,2011,454250
10. decil,Horsens,Nominelle priser,2012,477123
10. decil,Horsens,Nominelle priser,2013,502488
10. decil,Horsens,Nominelle priser,2014,505835
10. decil,Horsens,Nominelle priser,2015,520903
10. decil,Horsens,Nominelle priser,2016,540802
10. decil,Horsens,Nominelle priser,2017,569079
10. decil,Horsens,Nominelle priser,2018,578933
10. decil,Horsens,Nominelle priser,2019,607808
10. decil,Horsens,Nominelle priser,2020,634454
10. decil,Horsens,Nominelle priser,2021,668803
10. decil,Horsens,Nominelle priser,2022,644359
10. decil,Horsens,Nominelle priser,2023,662027
10. decil,Horsens,Nominelle priser,2024,684741
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1987,324376
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1988,333108
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1989,339881
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1990,399265
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1991,358256
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1992,367333
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1993,369084
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1994,387241
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1995,398203
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1996,409237
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1997,419763
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1998,428428
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),1999,423650
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),2000,421867
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),2001,436705
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),2002,432279
10. decil,Norddjurs,Faste priser (seneste dataårs prisniveau),2003,446690
