DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1988,169991
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1989,173346
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1990,175527
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1991,181261
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1992,184150
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1993,186708
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1994,196034
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1995,198775
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1996,199861
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1997,201515
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1998,206341
4. decil,Billund,Faste priser (seneste dataårs prisniveau),1999,205462
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2000,204959
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2001,205655
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2002,209896
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2003,211707
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2004,219134
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2005,219052
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2006,222758
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2007,222851
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2008,219639
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2009,223294
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2010,232247
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2011,232097
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2012,230995
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2013,232575
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2014,234844
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2015,235470
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2016,240231
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2017,244194
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2018,249023
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2019,252069
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2020,258529
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2021,263219
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2022,251871
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2023,250924
4. decil,Billund,Faste priser (seneste dataårs prisniveau),2024,253716
4. decil,Billund,Nominelle priser,1987,77276
4. decil,Billund,Nominelle priser,1988,82068
4. decil,Billund,Nominelle priser,1989,87689
4. decil,Billund,Nominelle priser,1990,91129
4. decil,Billund,Nominelle priser,1991,96364
4. decil,Billund,Nominelle priser,1992,99969
4. decil,Billund,Nominelle priser,1993,102612
4. decil,Billund,Nominelle priser,1994,109892
4. decil,Billund,Nominelle priser,1995,113759
4. decil,Billund,Nominelle priser,1996,116797
4. decil,Billund,Nominelle priser,1997,120348
4. decil,Billund,Nominelle priser,1998,125498
4. decil,Billund,Nominelle priser,1999,128075
4. decil,Billund,Nominelle priser,2000,131491
4. decil,Billund,Nominelle priser,2001,135052
4. decil,Billund,Nominelle priser,2002,141170
4. decil,Billund,Nominelle priser,2003,145361
4. decil,Billund,Nominelle priser,2004,152200
4. decil,Billund,Nominelle priser,2005,154899
4. decil,Billund,Nominelle priser,2006,160512
4. decil,Billund,Nominelle priser,2007,163328
4. decil,Billund,Nominelle priser,2008,166446
4. decil,Billund,Nominelle priser,2009,171452
4. decil,Billund,Nominelle priser,2010,182439
4. decil,Billund,Nominelle priser,2011,187339
4. decil,Billund,Nominelle priser,2012,190935
4. decil,Billund,Nominelle priser,2013,193746
4. decil,Billund,Nominelle priser,2014,196755
4. decil,Billund,Nominelle priser,2015,198171
4. decil,Billund,Nominelle priser,2016,202706
4. decil,Billund,Nominelle priser,2017,208406
4. decil,Billund,Nominelle priser,2018,214261
4. decil,Billund,Nominelle priser,2019,218513
4. decil,Billund,Nominelle priser,2020,225060
4. decil,Billund,Nominelle priser,2021,233387
4. decil,Billund,Nominelle priser,2022,240520
4. decil,Billund,Nominelle priser,2023,247522
4. decil,Billund,Nominelle priser,2024,253716
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1987,166958
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1988,168872
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1989,169552
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1990,172054
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1991,177064
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1992,177051
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1993,179073
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1994,187354
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1995,189519
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1996,189998
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1997,191643
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1998,196030
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),1999,195827
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2000,194956
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2001,196005
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2002,200848
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2003,202393
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2004,210311
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2005,212065
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2006,214820
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2007,214712
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2008,214155
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2009,216361
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2010,223544
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2011,220155
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2012,218944
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2013,220553
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2014,223641
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2015,225163
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2016,228067
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2017,230800
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2018,235972
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2019,239785
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2020,246616
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2021,251197
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2022,238125
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2023,237567
4. decil,Esbjerg,Faste priser (seneste dataårs prisniveau),2024,243201
4. decil,Esbjerg,Nominelle priser,1987,77117
4. decil,Esbjerg,Nominelle priser,1988,81528
4. decil,Esbjerg,Nominelle priser,1989,85770
4. decil,Esbjerg,Nominelle priser,1990,89326
4. decil,Esbjerg,Nominelle priser,1991,94133
4. decil,Esbjerg,Nominelle priser,1992,96115
4. decil,Esbjerg,Nominelle priser,1993,98416
4. decil,Esbjerg,Nominelle priser,1994,105026
4. decil,Esbjerg,Nominelle priser,1995,108462
4. decil,Esbjerg,Nominelle priser,1996,111033
4. decil,Esbjerg,Nominelle priser,1997,114452
4. decil,Esbjerg,Nominelle priser,1998,119227
4. decil,Esbjerg,Nominelle priser,1999,122069
4. decil,Esbjerg,Nominelle priser,2000,125074
4. decil,Esbjerg,Nominelle priser,2001,128715
4. decil,Esbjerg,Nominelle priser,2002,135084
4. decil,Esbjerg,Nominelle priser,2003,138966
4. decil,Esbjerg,Nominelle priser,2004,146072
4. decil,Esbjerg,Nominelle priser,2005,149958
4. decil,Esbjerg,Nominelle priser,2006,154792
4. decil,Esbjerg,Nominelle priser,2007,157363
4. decil,Esbjerg,Nominelle priser,2008,162290
4. decil,Esbjerg,Nominelle priser,2009,166129
4. decil,Esbjerg,Nominelle priser,2010,175603
4. decil,Esbjerg,Nominelle priser,2011,177700
4. decil,Esbjerg,Nominelle priser,2012,180974
4. decil,Esbjerg,Nominelle priser,2013,183731
4. decil,Esbjerg,Nominelle priser,2014,187369
4. decil,Esbjerg,Nominelle priser,2015,189497
4. decil,Esbjerg,Nominelle priser,2016,192442
4. decil,Esbjerg,Nominelle priser,2017,196975
4. decil,Esbjerg,Nominelle priser,2018,203032
4. decil,Esbjerg,Nominelle priser,2019,207864
4. decil,Esbjerg,Nominelle priser,2020,214690
4. decil,Esbjerg,Nominelle priser,2021,222727
4. decil,Esbjerg,Nominelle priser,2022,227394
4. decil,Esbjerg,Nominelle priser,2023,234346
4. decil,Esbjerg,Nominelle priser,2024,243201
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1987,168852
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1988,173477
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1989,179090
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1990,182863
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1991,188427
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1992,190363
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1993,193202
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1994,207816
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1995,209512
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1996,209970
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1997,213014
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1998,220890
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),1999,220911
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2000,218652
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2001,214068
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2002,220334
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2003,222409
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2004,231873
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2005,231182
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2006,231421
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2007,236461
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2008,229095
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2009,234604
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2010,245906
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2011,247536
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2012,244152
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2013,246078
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2014,250147
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2015,249547
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2016,252102
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2017,251234
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2018,255835
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2019,262266
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2020,272360
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2021,275215
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2022,258244
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2023,251457
4. decil,Fanø,Faste priser (seneste dataårs prisniveau),2024,248127
4. decil,Fanø,Nominelle priser,1987,77992
4. decil,Fanø,Nominelle priser,1988,83751
4. decil,Fanø,Nominelle priser,1989,90595
4. decil,Fanø,Nominelle priser,1990,94938
4. decil,Fanø,Nominelle priser,1991,100174
4. decil,Fanø,Nominelle priser,1992,103342
4. decil,Fanø,Nominelle priser,1993,106181
4. decil,Fanø,Nominelle priser,1994,116497
4. decil,Fanø,Nominelle priser,1995,119904
4. decil,Fanø,Nominelle priser,1996,122705
4. decil,Fanø,Nominelle priser,1997,127215
4. decil,Fanø,Nominelle priser,1998,134347
4. decil,Fanø,Nominelle priser,1999,137705
4. decil,Fanø,Nominelle priser,2000,140276
4. decil,Fanø,Nominelle priser,2001,140577
4. decil,Fanø,Nominelle priser,2002,148190
4. decil,Fanø,Nominelle priser,2003,152709
4. decil,Fanø,Nominelle priser,2004,161048
4. decil,Fanø,Nominelle priser,2005,163476
4. decil,Fanø,Nominelle priser,2006,166754
4. decil,Fanø,Nominelle priser,2007,173303
4. decil,Fanø,Nominelle priser,2008,173612
4. decil,Fanø,Nominelle priser,2009,180136
4. decil,Fanø,Nominelle priser,2010,193169
4. decil,Fanø,Nominelle priser,2011,199800
4. decil,Fanø,Nominelle priser,2012,201810
4. decil,Fanø,Nominelle priser,2013,204995
4. decil,Fanø,Nominelle priser,2014,209576
4. decil,Fanø,Nominelle priser,2015,210018
4. decil,Fanø,Nominelle priser,2016,212723
4. decil,Fanø,Nominelle priser,2017,214414
4. decil,Fanø,Nominelle priser,2018,220122
4. decil,Fanø,Nominelle priser,2019,227353
4. decil,Fanø,Nominelle priser,2020,237101
4. decil,Fanø,Nominelle priser,2021,244023
4. decil,Fanø,Nominelle priser,2022,246606
4. decil,Fanø,Nominelle priser,2023,248048
4. decil,Fanø,Nominelle priser,2024,248127
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1987,172784
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1988,174947
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1989,175360
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1990,176548
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1991,179337
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1992,180492
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1993,181748
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1994,190666
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1995,193882
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1996,196062
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1997,197265
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1998,200396
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1999,201304
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2000,201654
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2001,203628
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2002,208117
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2003,209007
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2004,214840
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2005,217490
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2006,220421
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2007,222614
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2008,220076
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2009,220494
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2010,227172
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2011,220219
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2012,218227
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2013,218508
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2014,221471
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2015,223096
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2016,225494
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2017,227087
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2018,231951
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2019,235634
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2020,244356
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2021,246775
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2022,233477
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2023,234600
4. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2024,237946
4. decil,Fredericia,Nominelle priser,1987,79808
4. decil,Fredericia,Nominelle priser,1988,84461
4. decil,Fredericia,Nominelle priser,1989,88708
4. decil,Fredericia,Nominelle priser,1990,91659
4. decil,Fredericia,Nominelle priser,1991,95341
4. decil,Fredericia,Nominelle priser,1992,97983
4. decil,Fredericia,Nominelle priser,1993,99886
4. decil,Fredericia,Nominelle priser,1994,106883
4. decil,Fredericia,Nominelle priser,1995,110959
4. decil,Fredericia,Nominelle priser,1996,114577
4. decil,Fredericia,Nominelle priser,1997,117810
4. decil,Fredericia,Nominelle priser,1998,121882
4. decil,Fredericia,Nominelle priser,1999,125483
4. decil,Fredericia,Nominelle priser,2000,129371
4. decil,Fredericia,Nominelle priser,2001,133721
4. decil,Fredericia,Nominelle priser,2002,139973
4. decil,Fredericia,Nominelle priser,2003,143507
4. decil,Fredericia,Nominelle priser,2004,149218
4. decil,Fredericia,Nominelle priser,2005,153794
4. decil,Fredericia,Nominelle priser,2006,158828
4. decil,Fredericia,Nominelle priser,2007,163154
4. decil,Fredericia,Nominelle priser,2008,166777
4. decil,Fredericia,Nominelle priser,2009,169302
4. decil,Fredericia,Nominelle priser,2010,178453
4. decil,Fredericia,Nominelle priser,2011,177751
4. decil,Fredericia,Nominelle priser,2012,180381
4. decil,Fredericia,Nominelle priser,2013,182028
4. decil,Fredericia,Nominelle priser,2014,185551
4. decil,Fredericia,Nominelle priser,2015,187757
4. decil,Fredericia,Nominelle priser,2016,190271
4. decil,Fredericia,Nominelle priser,2017,193806
4. decil,Fredericia,Nominelle priser,2018,199572
4. decil,Fredericia,Nominelle priser,2019,204266
4. decil,Fredericia,Nominelle priser,2020,212722
4. decil,Fredericia,Nominelle priser,2021,218806
4. decil,Fredericia,Nominelle priser,2022,222955
4. decil,Fredericia,Nominelle priser,2023,231420
4. decil,Fredericia,Nominelle priser,2024,237946
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1987,160437
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1988,163561
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1989,165575
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1990,166840
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1991,170355
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1992,172410
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1993,174246
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1994,181440
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1995,185036
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1996,186885
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1997,187686
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1998,191358
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1999,192206
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2000,192821
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2001,192691
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2002,197093
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2003,198458
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2004,205321
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2005,207127
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2006,209400
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2007,211863
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2008,210229
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2009,212159
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2010,217710
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2011,212726
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2012,211329
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2013,212857
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2014,216394
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2015,218139
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2016,221270
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2017,224220
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2018,227359
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2019,230185
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2020,238009
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2021,243204
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2022,230573
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2023,228243
4. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2024,228801
4. decil,Haderslev,Nominelle priser,1987,74105
4. decil,Haderslev,Nominelle priser,1988,78964
4. decil,Haderslev,Nominelle priser,1989,83758
4. decil,Haderslev,Nominelle priser,1990,86619
4. decil,Haderslev,Nominelle priser,1991,90566
4. decil,Haderslev,Nominelle priser,1992,93596
4. decil,Haderslev,Nominelle priser,1993,95763
4. decil,Haderslev,Nominelle priser,1994,101711
4. decil,Haderslev,Nominelle priser,1995,105896
4. decil,Haderslev,Nominelle priser,1996,109214
4. decil,Haderslev,Nominelle priser,1997,112089
4. decil,Haderslev,Nominelle priser,1998,116385
4. decil,Haderslev,Nominelle priser,1999,119812
4. decil,Haderslev,Nominelle priser,2000,123704
4. decil,Haderslev,Nominelle priser,2001,126539
4. decil,Haderslev,Nominelle priser,2002,132559
4. decil,Haderslev,Nominelle priser,2003,136264
4. decil,Haderslev,Nominelle priser,2004,142606
4. decil,Haderslev,Nominelle priser,2005,146466
4. decil,Haderslev,Nominelle priser,2006,150887
4. decil,Haderslev,Nominelle priser,2007,155275
4. decil,Haderslev,Nominelle priser,2008,159315
4. decil,Haderslev,Nominelle priser,2009,162902
4. decil,Haderslev,Nominelle priser,2010,171020
4. decil,Haderslev,Nominelle priser,2011,171703
4. decil,Haderslev,Nominelle priser,2012,174679
4. decil,Haderslev,Nominelle priser,2013,177320
4. decil,Haderslev,Nominelle priser,2014,181297
4. decil,Haderslev,Nominelle priser,2015,183585
4. decil,Haderslev,Nominelle priser,2016,186707
4. decil,Haderslev,Nominelle priser,2017,191359
4. decil,Haderslev,Nominelle priser,2018,195621
4. decil,Haderslev,Nominelle priser,2019,199542
4. decil,Haderslev,Nominelle priser,2020,207197
4. decil,Haderslev,Nominelle priser,2021,215640
4. decil,Haderslev,Nominelle priser,2022,220182
4. decil,Haderslev,Nominelle priser,2023,225149
4. decil,Haderslev,Nominelle priser,2024,228801
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1987,164998
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1988,167631
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1989,168848
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1990,170342
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1991,173148
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1992,176441
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1993,178429
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1994,187999
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1995,192673
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1996,192717
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1997,194988
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1998,198947
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),1999,200078
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2000,200689
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2001,201699
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2002,205562
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2003,207119
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2004,215781
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2005,218313
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2006,220576
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2007,222638
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2008,221317
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2009,222260
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2010,230862
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2011,227449
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2012,225837
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2013,227836
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2014,231658
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2015,234439
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2016,237019
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2017,239934
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2018,243796
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2019,248104
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2020,255512
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2021,261640
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2022,246052
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2023,244074
4. decil,Kolding,Faste priser (seneste dataårs prisniveau),2024,246878
4. decil,Kolding,Nominelle priser,1987,76212
4. decil,Kolding,Nominelle priser,1988,80929
4. decil,Kolding,Nominelle priser,1989,85414
4. decil,Kolding,Nominelle priser,1990,88437
4. decil,Kolding,Nominelle priser,1991,92051
4. decil,Kolding,Nominelle priser,1992,95784
4. decil,Kolding,Nominelle priser,1993,98062
4. decil,Kolding,Nominelle priser,1994,105388
4. decil,Kolding,Nominelle priser,1995,110267
4. decil,Kolding,Nominelle priser,1996,112622
4. decil,Kolding,Nominelle priser,1997,116450
4. decil,Kolding,Nominelle priser,1998,121001
4. decil,Kolding,Nominelle priser,1999,124719
4. decil,Kolding,Nominelle priser,2000,128752
4. decil,Kolding,Nominelle priser,2001,132454
4. decil,Kolding,Nominelle priser,2002,138255
4. decil,Kolding,Nominelle priser,2003,142211
4. decil,Kolding,Nominelle priser,2004,149871
4. decil,Kolding,Nominelle priser,2005,154376
4. decil,Kolding,Nominelle priser,2006,158940
4. decil,Kolding,Nominelle priser,2007,163172
4. decil,Kolding,Nominelle priser,2008,167718
4. decil,Kolding,Nominelle priser,2009,170658
4. decil,Kolding,Nominelle priser,2010,181351
4. decil,Kolding,Nominelle priser,2011,183587
4. decil,Kolding,Nominelle priser,2012,186671
4. decil,Kolding,Nominelle priser,2013,189798
4. decil,Kolding,Nominelle priser,2014,194086
4. decil,Kolding,Nominelle priser,2015,197303
4. decil,Kolding,Nominelle priser,2016,199996
4. decil,Kolding,Nominelle priser,2017,204770
4. decil,Kolding,Nominelle priser,2018,209763
4. decil,Kolding,Nominelle priser,2019,215076
4. decil,Kolding,Nominelle priser,2020,222434
4. decil,Kolding,Nominelle priser,2021,231987
4. decil,Kolding,Nominelle priser,2022,234963
4. decil,Kolding,Nominelle priser,2023,240765
4. decil,Kolding,Nominelle priser,2024,246878
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1987,167884
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1988,169116
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1989,171343
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1990,171218
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1991,173001
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1992,177174
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1993,179437
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1994,187874
