municipality_code,municipality_name,year,population,average_income
580,Aabenraa,2008,60189,166290.0
580,Aabenraa,2009,60392,167106.0
580,Aabenraa,2010,59978,181280.0
580,Aabenraa,2011,59795,184117.0
580,Aabenraa,2012,59600,188090.0
580,Aabenraa,2013,59208,191465.0
580,Aabenraa,2014,58970,193579.0
580,Aabenraa,2015,58904,198437.0
580,Aabenraa,2016,58869,202029.0
580,Aabenraa,2017,59003,210096.0
580,Aabenraa,2018,59089,213650.0
580,Aabenraa,2019,59035,220387.0
580,Aabenraa,2020,58761,230031.0
580,Aabenraa,2021,58526,239958.0
580,Aabenraa,2022,58693,244263.0
580,Aabenraa,2023,59002,250127.0
580,Aabenraa,2024,58657,259641.0
851,Aalborg,2008,195145,167076.0
851,Aalborg,2009,196292,171881.0
851,Aalborg,2010,197426,184804.0
851,Aalborg,2011,199188,187797.0
851,Aalborg,2012,201142,191634.0
851,Aalborg,2013,203448,195384.0
851,Aalborg,2014,205809,198403.0
851,Aalborg,2015,207805,203080.0
851,Aalborg,2016,210316,205924.0
851,Aalborg,2017,211937,212729.0
851,Aalborg,2018,213558,218056.0
851,Aalborg,2019,215312,223448.0
851,Aalborg,2020,217075,234085.0
851,Aalborg,2021,219487,244344.0
851,Aalborg,2022,221082,246872.0
851,Aalborg,2023,222571,256494.0
851,Aalborg,2024,223174,266935.0
751,Aarhus,2008,298538,172568.0
751,Aarhus,2009,302618,177687.0
751,Aarhus,2010,306650,192946.0
751,Aarhus,2011,310956,196346.0
751,Aarhus,2012,314545,200098.0
751,Aarhus,2013,319094,207081.0
751,Aarhus,2014,323893,211446.0
751,Aarhus,2015,326246,220011.0
751,Aarhus,2016,330639,221100.0
751,Aarhus,2017,335684,228901.0
751,Aarhus,2018,340421,234439.0
751,Aarhus,2019,345332,239830.0
751,Aarhus,2020,349983,250297.0
751,Aarhus,2021,352751,262497.0
751,Aarhus,2022,355238,261816.0
751,Aarhus,2023,361544,270915.0
751,Aarhus,2024,367095,281588.0
165,Albertslund,2008,27602,169042.0
165,Albertslund,2009,27706,172800.0
165,Albertslund,2010,27730,183831.0
165,Albertslund,2011,27800,182828.0
165,Albertslund,2012,27864,186626.0
165,Albertslund,2013,27824,188093.0
165,Albertslund,2014,27728,192715.0
165,Albertslund,2015,27806,196771.0
165,Albertslund,2016,27880,199705.0
165,Albertslund,2017,27896,202561.0
165,Albertslund,2018,27743,208399.0
165,Albertslund,2019,27877,211987.0
165,Albertslund,2020,27731,221028.0
165,Albertslund,2021,27366,230832.0
165,Albertslund,2022,27599,232129.0
165,Albertslund,2023,27530,241138.0
165,Albertslund,2024,27677,248808.0
201,Allerød,2008,23493,222414.0
201,Allerød,2009,23821,224741.0
201,Allerød,2010,24089,251802.0
201,Allerød,2011,24096,261760.0
201,Allerød,2012,24043,266595.0
201,Allerød,2013,24073,273294.0
201,Allerød,2014,24175,280848.0
201,Allerød,2015,24411,288485.0
201,Allerød,2016,24732,293063.0
201,Allerød,2017,24942,300931.0
201,Allerød,2018,25235,306103.0
201,Allerød,2019,25646,319855.0
201,Allerød,2020,25633,327301.0
201,Allerød,2021,25893,345529.0
201,Allerød,2022,25867,345657.0
201,Allerød,2023,26061,352616.0
201,Allerød,2024,25962,363562.0
420,Assens,2008,42054,161082.0
420,Assens,2009,42128,168406.0
420,Assens,2010,42054,181933.0
420,Assens,2011,41635,184591.0
420,Assens,2012,41443,189157.0
420,Assens,2013,41325,192580.0
420,Assens,2014,41037,194750.0
420,Assens,2015,41046,199676.0
420,Assens,2016,41224,202808.0
420,Assens,2017,41390,208781.0
420,Assens,2018,41328,212415.0
420,Assens,2019,41212,221444.0
420,Assens,2020,40965,230366.0
420,Assens,2021,40867,239817.0
420,Assens,2022,40972,240754.0
420,Assens,2023,40944,249635.0
420,Assens,2024,40646,252783.0
151,Ballerup,2008,47116,182901.0
151,Ballerup,2009,47398,183351.0
151,Ballerup,2010,47652,197401.0
151,Ballerup,2011,47930,202452.0
151,Ballerup,2012,47994,206484.0
151,Ballerup,2013,48211,210474.0
151,Ballerup,2014,48514,219824.0
151,Ballerup,2015,48355,223323.0
151,Ballerup,2016,48224,225245.0
151,Ballerup,2017,48231,230366.0
151,Ballerup,2018,48295,236121.0
151,Ballerup,2019,48458,242568.0
151,Ballerup,2020,48602,252939.0
151,Ballerup,2021,49310,263285.0
151,Ballerup,2022,49274,264673.0
151,Ballerup,2023,50039,277526.0
151,Ballerup,2024,51237,285035.0
530,Billund,2008,26181,171198.0
530,Billund,2009,26235,173384.0
530,Billund,2010,26160,190905.0
530,Billund,2011,26155,195230.0
530,Billund,2012,26220,201798.0
530,Billund,2013,26357,208051.0
530,Billund,2014,26318,210271.0
530,Billund,2015,26285,212304.0
530,Billund,2016,26434,215983.0
530,Billund,2017,26481,227700.0
530,Billund,2018,26482,231771.0
530,Billund,2019,26629,239139.0
530,Billund,2020,26608,248416.0
530,Billund,2021,26551,260894.0
530,Billund,2022,26631,265340.0
530,Billund,2023,27021,398267.0
530,Billund,2024,27119,286776.0
400,Bornholm,2008,42817,155300.0
400,Bornholm,2009,42563,160093.0
400,Bornholm,2010,42154,173759.0
400,Bornholm,2011,41802,174636.0
400,Bornholm,2012,41303,179094.0
400,Bornholm,2013,40715,181589.0
400,Bornholm,2014,40215,185032.0
400,Bornholm,2015,39828,189477.0
400,Bornholm,2016,39756,193344.0
400,Bornholm,2017,39695,199413.0
400,Bornholm,2018,39632,202976.0
400,Bornholm,2019,39572,211258.0
400,Bornholm,2020,39499,218783.0
400,Bornholm,2021,39570,226536.0
400,Bornholm,2022,39545,226145.0
400,Bornholm,2023,39602,236127.0
400,Bornholm,2024,39332,242923.0
153,Brøndby,2008,33831,170314.0
153,Brøndby,2009,33762,171557.0
153,Brøndby,2010,33795,182312.0
153,Brøndby,2011,34021,185604.0
153,Brøndby,2012,34084,187577.0
153,Brøndby,2013,34210,190532.0
153,Brøndby,2014,34580,193785.0
153,Brøndby,2015,35050,197052.0
153,Brøndby,2016,35322,201440.0
153,Brøndby,2017,35594,205179.0
153,Brøndby,2018,35538,211029.0
153,Brøndby,2019,35397,215194.0
153,Brøndby,2020,35090,224578.0
153,Brøndby,2021,35232,232140.0
153,Brøndby,2022,35651,233811.0
153,Brøndby,2023,37128,241989.0
153,Brøndby,2024,39067,251169.0
810,Brønderslev,2008,35525,152733.0
810,Brønderslev,2009,35762,161583.0
810,Brønderslev,2010,35804,176238.0
810,Brønderslev,2011,35789,180932.0
810,Brønderslev,2012,35754,188057.0
810,Brønderslev,2013,35600,193506.0
810,Brønderslev,2014,35627,195355.0
810,Brønderslev,2015,35781,198125.0
810,Brønderslev,2016,36047,206456.0
810,Brønderslev,2017,36128,208860.0
810,Brønderslev,2018,36289,211674.0
810,Brønderslev,2019,36370,221527.0
810,Brønderslev,2020,36304,232506.0
810,Brønderslev,2021,36177,243751.0
810,Brønderslev,2022,36194,244534.0
810,Brønderslev,2023,36540,250474.0
810,Brønderslev,2024,36614,255600.0
411,Christiansø,2008,96,
411,Christiansø,2009,96,
411,Christiansø,2010,101,
411,Christiansø,2011,94,
411,Christiansø,2012,103,
411,Christiansø,2013,92,
411,Christiansø,2014,90,
411,Christiansø,2015,91,
411,Christiansø,2016,91,
411,Christiansø,2017,78,
411,Christiansø,2018,83,
411,Christiansø,2019,90,
411,Christiansø,2020,84,
411,Christiansø,2021,90,
411,Christiansø,2022,93,
411,Christiansø,2023,93,
411,Christiansø,2024,91,
155,Dragør,2008,13261,220100.0
155,Dragør,2009,13411,217104.0
155,Dragør,2010,13564,242929.0
155,Dragør,2011,13717,261933.0
155,Dragør,2012,13692,264648.0
155,Dragør,2013,13917,270354.0
155,Dragør,2014,13977,279821.0
155,Dragør,2015,14028,289465.0
155,Dragør,2016,14142,295922.0
155,Dragør,2017,14288,303980.0
155,Dragør,2018,14272,311793.0
155,Dragør,2019,14270,322159.0
155,Dragør,2020,14494,332103.0
155,Dragør,2021,14569,350841.0
155,Dragør,2022,14640,351523.0
155,Dragør,2023,14609,368217.0
155,Dragør,2024,14569,375847.0
240,Egedal,2008,40533,208794.0
240,Egedal,2009,41031,206649.0
240,Egedal,2010,41513,228868.0
240,Egedal,2011,41614,232521.0
240,Egedal,2012,41821,237053.0
240,Egedal,2013,42018,244977.0
240,Egedal,2014,42210,248827.0
240,Egedal,2015,42573,256199.0
240,Egedal,2016,42773,258933.0
240,Egedal,2017,43082,267883.0
240,Egedal,2018,43000,274867.0
240,Egedal,2019,43335,277595.0
240,Egedal,2020,43354,290600.0
240,Egedal,2021,43696,306979.0
240,Egedal,2022,44375,299723.0
240,Egedal,2023,45202,315613.0
240,Egedal,2024,45532,319596.0
561,Esbjerg,2008,114244,172014.0
561,Esbjerg,2009,114595,175733.0
561,Esbjerg,2010,115114,189600.0
561,Esbjerg,2011,115184,192786.0
561,Esbjerg,2012,115112,198130.0
561,Esbjerg,2013,115051,203075.0
561,Esbjerg,2014,115095,207362.0
561,Esbjerg,2015,115446,210319.0
561,Esbjerg,2016,115748,213261.0
561,Esbjerg,2017,115905,219429.0
561,Esbjerg,2018,116032,224598.0
561,Esbjerg,2019,115652,231628.0
561,Esbjerg,2020,115483,240432.0
561,Esbjerg,2021,115579,253340.0
561,Esbjerg,2022,115459,254323.0
561,Esbjerg,2023,115758,264152.0
561,Esbjerg,2024,115423,274660.0
430,Faaborg-Midtfyn,2008,51950,162912.0
430,Faaborg-Midtfyn,2009,52108,166716.0
430,Faaborg-Midtfyn,2010,52085,179305.0
430,Faaborg-Midtfyn,2011,51926,183691.0
430,Faaborg-Midtfyn,2012,51635,189006.0
430,Faaborg-Midtfyn,2013,51409,192790.0
430,Faaborg-Midtfyn,2014,51078,197313.0
430,Faaborg-Midtfyn,2015,50953,201163.0
430,Faaborg-Midtfyn,2016,51236,200301.0
430,Faaborg-Midtfyn,2017,51376,209324.0
430,Faaborg-Midtfyn,2018,51536,214986.0
430,Faaborg-Midtfyn,2019,51809,220675.0
430,Faaborg-Midtfyn,2020,51556,230727.0
430,Faaborg-Midtfyn,2021,51683,239416.0
430,Faaborg-Midtfyn,2022,51849,242942.0
430,Faaborg-Midtfyn,2023,52253,249583.0
430,Faaborg-Midtfyn,2024,52291,254250.0
563,Fanø,2008,3192,189265.0
563,Fanø,2009,3207,197164.0
563,Fanø,2010,3219,210107.0
563,Fanø,2011,3213,215419.0
563,Fanø,2012,3251,220292.0
563,Fanø,2013,3237,226293.0
563,Fanø,2014,3264,230507.0
563,Fanø,2015,3263,233539.0
563,Fanø,2016,3290,233960.0
563,Fanø,2017,3345,240905.0
563,Fanø,2018,3401,244102.0
563,Fanø,2019,3404,246571.0
563,Fanø,2020,3488,259036.0
563,Fanø,2021,3456,273555.0
563,Fanø,2022,3427,267294.0
563,Fanø,2023,3426,272888.0
563,Fanø,2024,3357,277700.0
710,Favrskov,2008,45604,179935.0
710,Favrskov,2009,46248,183567.0
710,Favrskov,2010,46529,200651.0
710,Favrskov,2011,46894,204412.0
710,Favrskov,2012,47117,210245.0
710,Favrskov,2013,47156,216338.0
710,Favrskov,2014,47163,220545.0
710,Favrskov,2015,47523,224587.0
710,Favrskov,2016,47655,229808.0
710,Favrskov,2017,47915,237631.0
710,Favrskov,2018,48271,243703.0
710,Favrskov,2019,48374,250587.0
710,Favrskov,2020,48397,263996.0
710,Favrskov,2021,48381,276036.0
710,Favrskov,2022,48880,276131.0
710,Favrskov,2023,49408,283020.0
710,Favrskov,2024,49377,285147.0
320,Faxe,2008,35418,173413.0
320,Faxe,2009,35441,176047.0
320,Faxe,2010,35306,190429.0
320,Faxe,2011,35277,191067.0
320,Faxe,2012,35110,196645.0
320,Faxe,2013,35123,199628.0
320,Faxe,2014,35119,203666.0
320,Faxe,2015,35195,207107.0
320,Faxe,2016,35614,210599.0
320,Faxe,2017,35916,215981.0
320,Faxe,2018,36139,222006.0
320,Faxe,2019,36513,228041.0
320,Faxe,2020,36576,240707.0
320,Faxe,2021,36713,248597.0
320,Faxe,2022,37161,250949.0
320,Faxe,2023,37344,258606.0
320,Faxe,2024,37753,262570.0
210,Fredensborg,2008,39240,210534.0
210,Fredensborg,2009,39254,208582.0
210,Fredensborg,2010,39226,232064.0
210,Fredensborg,2011,39341,235433.0
210,Fredensborg,2012,39565,241954.0
210,Fredensborg,2013,39462,250551.0
210,Fredensborg,2014,39585,257143.0
210,Fredensborg,2015,39772,268065.0
210,Fredensborg,2016,40112,270154.0
210,Fredensborg,2017,40504,274358.0
210,Fredensborg,2018,40779,281526.0
210,Fredensborg,2019,40819,293292.0
210,Fredensborg,2020,40865,301145.0
210,Fredensborg,2021,40998,323677.0
210,Fredensborg,2022,41211,309845.0
210,Fredensborg,2023,41689,328507.0
210,Fredensborg,2024,42009,344577.0
607,Fredericia,2008,49463,173585.0
607,Fredericia,2009,49690,178272.0
607,Fredericia,2010,49849,191988.0
607,Fredericia,2011,50104,191378.0
607,Fredericia,2012,50193,195292.0
607,Fredericia,2013,50374,199174.0
607,Fredericia,2014,50324,203698.0
607,Fredericia,2015,50429,209082.0
607,Fredericia,2016,50689,215141.0
607,Fredericia,2017,50868,217669.0
607,Fredericia,2018,51326,222200.0
607,Fredericia,2019,51427,228663.0
607,Fredericia,2020,51377,238316.0
607,Fredericia,2021,51275,249906.0
607,Fredericia,2022,51606,251556.0
607,Fredericia,2023,52173,260495.0
607,Fredericia,2024,52485,268774.0
147,Frederiksberg,2008,93444,194175.0
147,Frederiksberg,2009,95029,199731.0
147,Frederiksberg,2010,96718,219475.0
147,Frederiksberg,2011,98782,224754.0
147,Frederiksberg,2012,100215,230908.0
147,Frederiksberg,2013,102029,238371.0
147,Frederiksberg,2014,102717,245712.0
147,Frederiksberg,2015,103192,252988.0
147,Frederiksberg,2016,104481,258624.0
147,Frederiksberg,2017,105037,267820.0
147,Frederiksberg,2018,104410,276683.0
147,Frederiksberg,2019,103960,287059.0
147,Frederiksberg,2020,104305,301686.0
147,Frederiksberg,2021,103677,319321.0
147,Frederiksberg,2022,103608,312449.0
147,Frederiksberg,2023,104664,329362.0
147,Frederiksberg,2024,104899,344810.0
813,Frederikshavn,2008,62751,162845.0
813,Frederikshavn,2009,62525,168186.0
813,Frederikshavn,2010,62007,181012.0
813,Frederikshavn,2011,61576,185770.0
813,Frederikshavn,2012,61158,193753.0
813,Frederikshavn,2013,60775,196242.0
813,Frederikshavn,2014,60458,198040.0
813,Frederikshavn,2015,60377,201863.0
813,Frederikshavn,2016,60246,204842.0
813,Frederikshavn,2017,60356,211190.0
813,Frederikshavn,2018,60140,214560.0
813,Frederikshavn,2019,59987,221881.0
813,Frederikshavn,2020,59654,230845.0
813,Frederikshavn,2021,59039,239492.0
813,Frederikshavn,2022,58878,243387.0
813,Frederikshavn,2023,58864,251119.0
813,Frederikshavn,2024,58376,258890.0
250,Frederikssund,2008,44102,187939.0
250,Frederikssund,2009,44246,188638.0
250,Frederikssund,2010,44182,202635.0
250,Frederikssund,2011,44307,206586.0
250,Frederikssund,2012,44345,211200.0
250,Frederikssund,2013,44365,217812.0
250,Frederikssund,2014,44401,222302.0
250,Frederikssund,2015,44413,227244.0
250,Frederikssund,2016,44725,231363.0
250,Frederikssund,2017,45036,235609.0
250,Frederikssund,2018,45189,242718.0
250,Frederikssund,2019,45332,247615.0
250,Frederikssund,2020,45223,259828.0
250,Frederikssund,2021,45439,269949.0
250,Frederikssund,2022,45800,272115.0
250,Frederikssund,2023,46117,280413.0
250,Frederikssund,2024,46358,284504.0
190,Furesø,2008,37667,222080.0
190,Furesø,2009,37864,221771.0
190,Furesø,2010,38232,248168.0
190,Furesø,2011,38286,254231.0
190,Furesø,2012,38243,264457.0
190,Furesø,2013,38236,273454.0
190,Furesø,2014,38492,282531.0
190,Furesø,2015,39077,285128.0
190,Furesø,2016,40156,293053.0
190,Furesø,2017,40613,301119.0
190,Furesø,2018,40911,308833.0
190,Furesø,2019,41069,320012.0
190,Furesø,2020,40965,330160.0
190,Furesø,2021,41001,348065.0
190,Furesø,2022,41402,343392.0
190,Furesø,2023,42077,365138.0
190,Furesø,2024,42533,371605.0
157,Gentofte,2008,68913,275209.0
157,Gentofte,2009,69794,274992.0
157,Gentofte,2010,71052,321327.0
157,Gentofte,2011,71714,339165.0
157,Gentofte,2012,72814,351659.0
157,Gentofte,2013,73360,363825.0
157,Gentofte,2014,74282,378676.0
157,Gentofte,2015,74932,425302.0
157,Gentofte,2016,75350,412157.0
157,Gentofte,2017,75805,419650.0
157,Gentofte,2018,75803,427370.0
157,Gentofte,2019,75176,468130.0
157,Gentofte,2020,74830,466520.0
157,Gentofte,2021,74550,529706.0
157,Gentofte,2022,74217,514283.0
157,Gentofte,2023,74838,591074.0
157,Gentofte,2024,75033,570329.0
159,Gladsaxe,2008,62562,189655.0
159,Gladsaxe,2009,63233,191061.0
159,Gladsaxe,2010,64102,207801.0
159,Gladsaxe,2011,64951,213516.0
159,Gladsaxe,2012,65303,217354.0
159,Gladsaxe,2013,66030,224069.0
159,Gladsaxe,2014,66656,230224.0
159,Gladsaxe,2015,67347,235249.0
159,Gladsaxe,2016,67914,238495.0
159,Gladsaxe,2017,68775,245192.0
159,Gladsaxe,2018,69484,250679.0
159,Gladsaxe,2019,69681,259311.0
159,Gladsaxe,2020,69262,274032.0
159,Gladsaxe,2021,69200,286086.0
159,Gladsaxe,2022,69259,285576.0
159,Gladsaxe,2023,70001,301819.0
159,Gladsaxe,2024,70600,310421.0
161,Glostrup,2008,20673,184220.0
161,Glostrup,2009,21008,187212.0
161,Glostrup,2010,21296,201063.0
161,Glostrup,2011,21384,202928.0
161,Glostrup,2012,21650,205223.0
161,Glostrup,2013,21869,210408.0
161,Glostrup,2014,22066,213912.0
161,Glostrup,2015,22357,219926.0
161,Glostrup,2016,22461,222384.0
161,Glostrup,2017,22528,228242.0
161,Glostrup,2018,22663,232928.0
161,Glostrup,2019,22615,238682.0
161,Glostrup,2020,23128,250472.0
161,Glostrup,2021,23380,261718.0
161,Glostrup,2022,23514,261201.0
161,Glostrup,2023,23635,269703.0
161,Glostrup,2024,23655,280422.0
253,Greve,2008,47773,204182.0
253,Greve,2009,47951,198311.0
253,Greve,2010,47826,216897.0
253,Greve,2011,47978,222654.0
253,Greve,2012,47942,227225.0
253,Greve,2013,47980,233678.0
253,Greve,2014,48095,238815.0
253,Greve,2015,48835,242508.0
253,Greve,2016,49518,247143.0
253,Greve,2017,49921,253934.0
253,Greve,2018,49974,259348.0
253,Greve,2019,50267,264596.0
253,Greve,2020,50558,277351.0
253,Greve,2021,50514,287771.0
253,Greve,2022,50818,286027.0
253,Greve,2023,51507,299792.0
253,Greve,2024,52157,306548.0
270,Gribskov,2008,40512,191709.0
270,Gribskov,2009,40627,189237.0
270,Gribskov,2010,40694,208448.0
270,Gribskov,2011,40700,210245.0
270,Gribskov,2012,40603,217462.0
270,Gribskov,2013,40655,220764.0
270,Gribskov,2014,40778,228428.0
270,Gribskov,2015,40855,232054.0
270,Gribskov,2016,41107,235351.0
270,Gribskov,2017,41213,241084.0
270,Gribskov,2018,41217,245826.0
270,Gribskov,2019,41195,251318.0
270,Gribskov,2020,41048,265910.0
270,Gribskov,2021,40971,277405.0
270,Gribskov,2022,41147,276827.0
270,Gribskov,2023,41547,286016.0
270,Gribskov,2024,41920,292834.0
376,Guldborgsund,2008,63496,160043.0
376,Guldborgsund,2009,63211,164034.0
376,Guldborgsund,2010,62912,176177.0
376,Guldborgsund,2011,62583,173408.0
376,Guldborgsund,2012,61913,180773.0
376,Guldborgsund,2013,61322,187256.0
376,Guldborgsund,2014,61007,189448.0
376,Guldborgsund,2015,60829,193790.0
376,Guldborgsund,2016,60979,195395.0
376,Guldborgsund,2017,61257,199571.0
376,Guldborgsund,2018,61219,203449.0
376,Guldborgsund,2019,60930,210439.0
376,Guldborgsund,2020,60722,221829.0
376,Guldborgsund,2021,60328,233857.0
376,Guldborgsund,2022,60310,234273.0
376,Guldborgsund,2023,60231,241655.0
376,Guldborgsund,2024,59759,246113.0
510,Haderslev,2008,56414,163614.0
510,Haderslev,2009,56508,170670.0
510,Haderslev,2010,56346,181337.0
510,Haderslev,2011,56117,182598.0
510,Haderslev,2012,56188,185536.0
510,Haderslev,2013,56051,190219.0
510,Haderslev,2014,55906,193583.0
510,Haderslev,2015,55888,198173.0
510,Haderslev,2016,56029,200526.0
510,Haderslev,2017,56045,208067.0
510,Haderslev,2018,55963,212391.0
510,Haderslev,2019,55857,219616.0
510,Haderslev,2020,55670,228974.0
510,Haderslev,2021,55376,238417.0
510,Haderslev,2022,55340,240469.0
510,Haderslev,2023,55353,247184.0
510,Haderslev,2024,55438,251031.0
260,Halsnæs,2008,30824,177756.0
260,Halsnæs,2009,31013,175875.0
260,Halsnæs,2010,31077,189494.0
260,Halsnæs,2011,31056,191281.0
260,Halsnæs,2012,30980,195920.0
260,Halsnæs,2013,30803,201199.0
260,Halsnæs,2014,30647,205963.0
260,Halsnæs,2015,30736,210450.0
260,Halsnæs,2016,31049,213281.0
260,Halsnæs,2017,31162,219665.0
260,Halsnæs,2018,31168,224733.0
260,Halsnæs,2019,31271,229476.0
260,Halsnæs,2020,31384,241285.0
260,Halsnæs,2021,31420,250501.0
260,Halsnæs,2022,31344,250329.0
260,Halsnæs,2023,31466,260823.0
260,Halsnæs,2024,31515,268127.0
766,Hedensted,2008,45561,175190.0
766,Hedensted,2009,45954,180127.0
766,Hedensted,2010,45982,193808.0
766,Hedensted,2011,45980,194684.0
766,Hedensted,2012,46029,201335.0
766,Hedensted,2013,45868,206998.0
766,Hedensted,2014,45715,211880.0
766,Hedensted,2015,46091,218083.0
766,Hedensted,2016,46206,218894.0
766,Hedensted,2017,46524,225664.0
766,Hedensted,2018,46616,233866.0
766,Hedensted,2019,46747,239240.0
766,Hedensted,2020,46722,251112.0
766,Hedensted,2021,46773,261284.0
766,Hedensted,2022,47099,265410.0
766,Hedensted,2023,47609,269899.0
766,Hedensted,2024,47725,276539.0
217,Helsingør,2008,60844,191690.0
217,Helsingør,2009,61053,190185.0
217,Helsingør,2010,61143,208852.0
217,Helsingør,2011,61368,213742.0
217,Helsingør,2012,61493,219131.0
217,Helsingør,2013,61613,227974.0
217,Helsingør,2014,61519,233337.0
217,Helsingør,2015,61632,239974.0
217,Helsingør,2016,62092,242869.0
217,Helsingør,2017,62443,249399.0
217,Helsingør,2018,62686,254779.0
217,Helsingør,2019,62567,263192.0
217,Helsingør,2020,62695,277015.0
217,Helsingør,2021,63000,292923.0
217,Helsingør,2022,62875,287701.0
217,Helsingør,2023,63399,299652.0
217,Helsingør,2024,63838,310173.0
163,Herlev,2008,26567,182484.0
163,Herlev,2009,26635,185132.0
163,Herlev,2010,26556,199259.0
163,Herlev,2011,26597,203029.0
163,Herlev,2012,26608,207286.0
163,Herlev,2013,26958,213345.0
163,Herlev,2014,27706,215922.0
163,Herlev,2015,28148,220790.0
163,Herlev,2016,28423,225266.0
163,Herlev,2017,28406,229138.0
163,Herlev,2018,28572,236643.0
163,Herlev,2019,28786,242303.0
163,Herlev,2020,28953,258098.0
163,Herlev,2021,28913,265046.0
163,Herlev,2022,28867,264478.0
163,Herlev,2023,29215,278171.0
163,Herlev,2024,29876,291266.0
657,Herning,2008,84208,170883.0
657,Herning,2009,85217,174893.0
657,Herning,2010,85548,190683.0
657,Herning,2011,85852,199171.0
657,Herning,2012,86348,199123.0
657,Herning,2013,86595,203505.0
657,Herning,2014,86842,208360.0
657,Herning,2015,86864,211934.0
657,Herning,2016,87593,216136.0
657,Herning,2017,88386,223994.0
657,Herning,2018,88733,229212.0
657,Herning,2019,88917,236376.0
657,Herning,2020,89127,249340.0
657,Herning,2021,89238,258963.0
657,Herning,2022,89230,261519.0
657,Herning,2023,89952,267283.0
657,Herning,2024,89848,273181.0
219,Hillerød,2008,46568,200693.0
219,Hillerød,2009,47081,199617.0
219,Hillerød,2010,47473,220042.0
219,Hillerød,2011,47916,223169.0
219,Hillerød,2012,48203,229704.0
219,Hillerød,2013,48315,234938.0
219,Hillerød,2014,48695,239173.0
219,Hillerød,2015,49108,251272.0
219,Hillerød,2016,49672,252019.0
219,Hillerød,2017,50109,256639.0
219,Hillerød,2018,50650,262199.0
219,Hillerød,2019,50998,269847.0
219,Hillerød,2020,51183,281446.0
219,Hillerød,2021,51528,294129.0
219,Hillerød,2022,53257,293383.0
219,Hillerød,2023,54159,305073.0
219,Hillerød,2024,54422,320229.0
860,Hjørring,2008,67121,159361.0
860,Hjørring,2009,67102,163001.0
860,Hjørring,2010,66803,176671.0
860,Hjørring,2011,66473,183635.0
860,Hjørring,2012,66178,189370.0
860,Hjørring,2013,65767,194713.0
860,Hjørring,2014,65405,197607.0
860,Hjørring,2015,65295,201501.0
860,Hjørring,2016,65411,204651.0
860,Hjørring,2017,65307,214621.0
860,Hjørring,2018,65257,217772.0
860,Hjørring,2019,64665,223556.0
860,Hjørring,2020,64483,233897.0
860,Hjørring,2021,64155,243166.0
860,Hjørring,2022,63839,243989.0
860,Hjørring,2023,63998,251445.0
860,Hjørring,2024,63544,255917.0
316,Holbæk,2008,69010,174818.0
316,Holbæk,2009,69528,179417.0
316,Holbæk,2010,69550,194120.0
316,Holbæk,2011,69521,195562.0
316,Holbæk,2012,69415,201290.0
316,Holbæk,2013,69263,206536.0
316,Holbæk,2014,69016,210844.0
316,Holbæk,2015,69035,217027.0
316,Holbæk,2016,69972,218575.0
316,Holbæk,2017,70950,224912.0
316,Holbæk,2018,70983,229668.0
316,Holbæk,2019,71297,236423.0
316,Holbæk,2020,71541,248204.0
316,Holbæk,2021,71913,261166.0
316,Holbæk,2022,72810,262276.0
316,Holbæk,2023,73440,271143.0
316,Holbæk,2024,74129,277859.0
661,Holstebro,2008,57020,170178.0
661,Holstebro,2009,57267,173063.0
661,Holstebro,2010,57056,189285.0
661,Holstebro,2011,57161,195009.0
661,Holstebro,2012,57153,201477.0
661,Holstebro,2013,57254,208410.0
661,Holstebro,2014,57338,208196.0
661,Holstebro,2015,57494,212478.0
661,Holstebro,2016,57661,213089.0
661,Holstebro,2017,58125,220535.0
661,Holstebro,2018,58418,224254.0
661,Holstebro,2019,58504,231857.0
661,Holstebro,2020,58591,242976.0
661,Holstebro,2021,58662,258494.0
661,Holstebro,2022,58553,256921.0
661,Holstebro,2023,58978,262664.0
661,Holstebro,2024,59016,269279.0
615,Horsens,2008,80102,168107.0
615,Horsens,2009,81565,175684.0
615,Horsens,2010,81957,188952.0
615,Horsens,2011,82835,193460.0
615,Horsens,2012,83598,198571.0
615,Horsens,2013,84871,204107.0
615,Horsens,2014,85662,208807.0
615,Horsens,2015,86361,212286.0
615,Horsens,2016,87736,216516.0
615,Horsens,2017,89030,223298.0
615,Horsens,2018,89598,230081.0
615,Horsens,2019,90370,237304.0
615,Horsens,2020,90966,248027.0
615,Horsens,2021,92229,257774.0
615,Horsens,2022,94443,258194.0
615,Horsens,2023,96480,263504.0
615,Horsens,2024,97392,271024.0
167,Hvidovre,2008,49380,178735.0
167,Hvidovre,2009,49366,179674.0
