CompanyVat,CompanyName,UnitName,UnitAddress,UnitZipcode,UnitCity,UnitStartdate,UnitEnddate,UnitEmployees
64942212,Københavns Kommune,Arbejdsmiljø København,Enghavevej 82,2450,København SV,01/01 - 1998,,74
64942212,Københavns Kommune,Nikolaj Kunsthal,Nikolaj Plads 10,1067,København K,01/01 - 1993,,19
64942212,Københavns Kommune,Koncernservice,Borups Allé 177,2400,København NV,01/01 - 2000,,946
64942212,Københavns Kommune,Bocentret,Sundholmsvej 14A,2300,København S,01/01 - 2000,,30
64942212,Københavns Kommune,Herbergscentret og Cafeen,Sundholmsvej 16,2300,København S,01/01 - 2000,,47
64942212,Københavns Kommune,Specialinstitutionen Guldregn,Lykkebovej 9,2500,Valby,01/08 - 2000,,31
64942212,Københavns Kommune,Fritidsinstitutionen ved Ålholm Skole/Akeleje,Vibeholmen 3,2500,Valby,01/01 - 2000,,18
64942212,Københavns Kommune,Børnehuset Englegård,Frederiksborgvej 240,2860,Søborg,01/08 - 2000,,25
64942212,Københavns Kommune,Fritidsinstitutionen ved Heibergskolen,Gammel Kalkbrænderi Vej 4,2100,København Ø,01/01 - 2000,,24
64942212,Københavns Kommune,Blågårdens Bibliotek - BLÅGÅRDEN,Blågårds Plads 5,2200,København N,01/01 - 2002,,13
64942212,Københavns Kommune,Heibergskolen,Randersgade 10,2100,København Ø,01/07 - 2001,,65
64942212,Københavns Kommune,HJEMMEPLEJEN VANLØSE/ BRØNSHØJ/HUSUM,Jydeholmen 15,2720,Vanløse,01/01 - 2001,,60
64942212,Københavns Kommune,CAS 1,Amagerfælledvej 199,2300,København S,01/10 - 2001,,104
64942212,Københavns Kommune,Frejaskolen,Rughavevej 6-8,2500,Valby,01/08 - 2001,,76
64942212,Københavns Kommune,Hjemmeplejen Vesterbro/Kgs.Enghave,Krumtappen 2,2500,Valby,22/05 - 2002,,381
64942212,Københavns Kommune,Socialforvaltningen - Kløvermarksvej,Kløvermarksvej 32B,2300,København S,01/01 - 2001,,40
64942212,Københavns Kommune,"Slottet, De Gamles By Bygning S","Agnes Henningsens Vej 7, 4",2200,København N,01/01 - 2002,,172
64942212,Københavns Kommune,Fritidsinstitutionen ved Kirkebjerg Skole,Kirkebjerg Allé 28,2720,Vanløse,01/08 - 2001,,30
64942212,Københavns Kommune,Børnehuset Globussen,Kobbelvænget 65,2700,Brønshøj,01/08 - 2001,,32
64942212,Københavns Kommune,BOSTEDET RADISEVEJ,Radisevej 6,2300,København S,24/06 - 2002,,18
64942212,Københavns Kommune,Ingerslevsgades Tandklinik,"Ingerslevsgade 116, st",1705,København V,01/01 - 2001,,11
64942212,Københavns Kommune,KTF - Herjedalgade,Herjedalgade 3,2300,København S,22/08 - 2002,,112
64942212,Københavns Kommune,Københavns Kommune Skoletjenesten,Gyldenløvesgade 15,1600,København V,01/01 - 2002,,22
64942212,Københavns Kommune,Børne- og Familiehuset Arild,Gadelandet 13,2700,Brønshøj,01/01 - 2002,,71
64942212,Københavns Kommune,BØRNEINSTITUTIONEN STENURTEN,Rantzausgade 53,2200,København N,01/06 - 2002,,40
64942212,Københavns Kommune,Vuggestuen Carl Nielsen,Carl Nielsens Allé 25,2100,København Ø,01/07 - 2002,,36
64942212,Københavns Kommune,Kraftwerket,Valgårdsvej 2,2500,Valby,01/01 - 2002,,2
64942212,Københavns Kommune,Fritidsinstitutionen ved Guldberg Skole,Prinsesse Charlottes Gade 12B,2200,København N,01/01 - 2002,,34
64942212,Københavns Kommune,E-huset,Thorsgade 61,2200,København N,01/01 - 2002,,47
64942212,Københavns Kommune,Fritidsinstitutionen ved Sortedamskolen,Ryesgade 101A,2100,København Ø,01/01 - 2002,,32
64942212,Københavns Kommune,Specialfritidsinstitutionen ved Lundehusskolen og Fritidsinstitutionen ved Lundehusskolen - Lunden,Lersø Parkallé 152,2100,København Ø,01/01 - 2002,,44
64942212,Københavns Kommune,MIKKELBORG VUGGESTUE,Rømersgade 27,1362,København K,01/01 - 2003,,23
64942212,Københavns Kommune,Fritidsinstitutionen ved Utterslev Skole,Skoleholdervej 20,2400,København NV,01/01 - 2002,,24
64942212,Københavns Kommune,Fritidsinstitutionen ved Bavnehøj Skole,Natalie Zahles Vej 9,2450,København SV,01/01 - 2002,,20
64942212,Københavns Kommune,Kastanjehusene Bygning C,Alléen 2,2200,København N,01/01 - 2002,,109
64942212,Københavns Kommune,Klarahus - Edith Rodes Vej 14,Edith Rodes Vej 14,2200,København N,01/01 - 2002,,140
64942212,Københavns Kommune,Møllehuset,Edith Rodes Vej 11,2200,København N,01/01 - 2002,,118
64942212,Københavns Kommune,Kong Gurli,Gammel Kalkbrænderi Vej 5,2100,København Ø,01/01 - 2002,,27
64942212,Københavns Kommune,Børnebyen ved Glyptoteket og Månehuset,Tietgensgade 31D,1704,København V,01/01 - 2002,,34
64942212,Københavns Kommune,Utterslev skole,Skoleholdervej 20,2400,København NV,01/08 - 2002,,87
64942212,Københavns Kommune,Københavns Kommunes Vikarkorps,Henrik Pontoppidans Vej 6,2200,København N,01/01 - 2002,,269
64942212,Københavns Kommune,Aktivitetscenter Sløjfen,Øresundsvej 69,2300,København S,01/01 - 2002,,2
64942212,Københavns Kommune,"Hoffet Fritids- og Ungdomsklub, Fritidscenter Ydre Valby",Valby Langgade 117D,2500,Valby,01/01 - 2002,,41
64942212,Københavns Kommune,Københavns voksentandpleje,Tietgensgade 31B,1704,København V,01/01 - 2002,,67
64942212,Københavns Kommune,Aktivitetscenter Brønshøj,Bystævneparken 1,2700,Brønshøj,01/01 - 2002,,4
64942212,Københavns Kommune,Aktivitetscenter Husum-Vænge,Husum Vænge 2,2700,Brønshøj,01/01 - 2002,,2
64942212,Københavns Kommune,"Københavns Ejendomme, Ejendomsservice",Borups Allé 177,2400,København NV,01/01 - 2002,,1379
64942212,Københavns Kommune,Mågodtland,Odensegade 14,2100,København Ø,07/01 - 2003,,42
64942212,Københavns Kommune,Vuggestuen Blomsterkassen,Titangade 7,2200,København N,01/01 - 2003,,31
64942212,Københavns Kommune,Vuggestuen Snorregården,Rovsingsgade 59,2100,København Ø,01/01 - 2003,,23
64942212,Københavns Kommune,Heerup Skole,Frederiksgårds Allé 13,2720,Vanløse,01/12 - 2002,,53
64942212,Københavns Kommune,Ringertoften,Ringergården 3,2400,København NV,01/01 - 2003,,34
64942212,Københavns Kommune,Rosa,Øresundsvej 131,2300,København S,01/01 - 2003,,47
64942212,Københavns Kommune,Vuggestuen Charlottehaven,Gammel Kalkbrænderi Vej 45,2100,København Ø,01/10 - 2003,,29
64942212,Københavns Kommune,Sundhedsforvaltningen - Østbanegade 119,Østbanegade 119,2100,København Ø,01/01 - 2003,,497
64942212,Københavns Kommune,Copenhagen Skate Park,Enghavevej 78,2450,København SV,01/06 - 2003,,7
64942212,Københavns Kommune,Sundheds- og Omsorgsforvaltningen - Fensmarksgade,Fensmarkgade 65,2200,København N,01/01 - 2004,,352
64942212,Københavns Kommune,Himmelrummet,Nordre Digevej 8,2300,København S,01/04 - 2004,,19
64942212,Københavns Kommune,Vuggestuen Akvariet,Næstvedgade 3,2100,København Ø,15/09 - 2004,,28
64942212,Københavns Kommune,Dagplejen,Nyropsgade 7,1602,København V,01/01 - 2004,,155
64942212,Københavns Kommune,Møllehuset,Møllegade 33,2200,København N,01/03 - 2004,,38
64942212,Københavns Kommune,Integrerede institution Haven,Frederikssundsvej 277,2700,Brønshøj,05/01 - 2004,,30
64942212,Københavns Kommune,Fritidsinstitutionen ved Valby Skole,Ved Ovnhallen 6,2500,Valby,18/10 - 2004,,24
64942212,Københavns Kommune,Landsbyen,Mandelvej 2,2400,København NV,01/08 - 2004,,38
64942212,Københavns Kommune,Eventyrhaven,Vigerslev Allé 10D,2500,Valby,01/11 - 2004,,28
64942212,Københavns Kommune,Fritidscenter Østerbro Nord,Carl Nielsens Allé 19,2100,København Ø,01/01 - 2004,,29
64942212,Københavns Kommune,Nordlys boliger,Fussingsvej 23,2300,København S,01/01 - 2004,,44
64942212,Københavns Kommune,Specialfritidsinstitutionen ved Heerup Skole,Frederiksgårds Allé 13,2720,Vanløse,01/01 - 2004,,96
64942212,Københavns Kommune,Daginstitutionen Tranformeren,Enghave Plads 27,1670,København V,01/01 - 2004,,32
64942212,Københavns Kommune,Barndommens Gade,Tøndergade 10,1752,København V,01/02 - 2006,,37
64942212,Københavns Kommune,Børnehuset i Gullfossgade,Gullfossgade 2,2300,København S,01/06 - 2005,,52
64942212,Københavns Kommune,Enighedens Børnehus,Bygmestervej 9,2400,København NV,01/10 - 2005,,21
64942212,Københavns Kommune,Børnehuset Abel og Viktoria,Abel Cathrines Gade 17,1654,København V,01/03 - 2005,,30
64942212,Københavns Kommune,Daginstitutionen Cismofytten,Nørrebrogade 155B,2200,København N,01/01 - 2005,,18
64942212,Københavns Kommune,Solstrålen,Tagensvej 186H,2400,København NV,01/03 - 2005,,50
64942212,Københavns Kommune,Kongeriget,Kongelundsvej 79,2300,København S,01/03 - 2005,,35
64942212,Københavns Kommune,Eventyrlandet i Klynge Radius,Skjulhøj Allé 52,2720,Vanløse,01/01 - 2005,,48
64942212,Københavns Kommune,Andedammen,Hyltebjerg Allé 42,2720,Vanløse,14/12 - 2004,,48
64942212,Københavns Kommune,Vuggestuen Skattekisten,Vejlands Allé 55,2300,København S,01/08 - 2005,,20
64942212,Københavns Kommune,Spydspidsen,"Baldersgade 3B, 1",2200,København N,01/01 - 2005,,13
64942212,Københavns Kommune,De Unges Hus,Haderslevgade 19,1671,København V,01/01 - 2005,,18
64942212,Københavns Kommune,Københavnerteamet,Hvidkildevej 64,2400,København NV,01/01 - 2005,,23
64942212,Københavns Kommune,Hvalen,Artillerivej 75,2300,København S,01/01 - 2005,,29
64942212,Københavns Kommune,Prismen,Holmbladsgade 71,2300,København S,01/01 - 2006,,8
64942212,Københavns Kommune,Korsgadehallen - Blågården,Korsgade 29,2200,København N,01/01 - 2006,,9
64942212,Københavns Kommune,Kompasset,Sundbygårdsvej 1,2300,København S,01/01 - 2006,,18
64942212,Københavns Kommune,SOF - Kirsten Walthers Vej,Kirsten Walthers Vej 6,2500,Valby,01/01 - 2007,,12
64942212,Københavns Kommune,Flora,Carl Nielsens Allé 27,2100,København Ø,01/01 - 2006,,28
64942212,Københavns Kommune,Specialfritidsinstitutionen ved Skolen i Peter Vedelsgade,Peter Vedels Gade 10,2300,København S,01/01 - 2006,,22
64942212,Københavns Kommune,Captum Vækstpunktet,Løvstikkevej 69,2300,København S,01/01 - 2006,,10
64942212,Københavns Kommune,Konkylien,Forbindelsesvej 9,2100,København Ø,01/01 - 2006,,31
64942212,Københavns Kommune,Sankt Annæ Gymnasium Folkeskoleafdelingen,Sjælør Boulevard 135,2500,Valby,01/01 - 2006,,60
64942212,Københavns Kommune,Sundhedsteam Aktivitetscenter,Sundholmsvej 18,2300,København S,01/01 - 2006,,7
64942212,Københavns Kommune,Forældrestøtten,Baldersgade 3B,2200,København N,01/01 - 2006,,4
64942212,Københavns Kommune,Københavns Stadsarkiv,Rådhuspladsen 1,1550,København V,22/03 - 2007,,13
64942212,Københavns Kommune,Jorden Rundt,Tom Kristensens Vej 8,2300,København S,01/01 - 2006,,23
64942212,Københavns Kommune,Rughave,Rughavevej 10,2500,Valby,01/01 - 2006,,11
64942212,Københavns Kommune,Center for Demens - Lindehusene - Agnes Henningsens Vej 4,Agnes Henningsens Vej 4,2200,København N,01/01 - 2001,,16
64942212,Københavns Kommune,Den Uafhængige Kontrol- og Rådgivningsfunktion,"Tietgensgade 31A, 1",1704,København V,01/01 - 2006,,15
64942212,Københavns Kommune,Sundhedsforvaltningen - Krumtappen 2,Krumtappen 2,2500,Valby,01/01 - 2006,,230
64942212,Københavns Kommune,"Beskæftigelses-, Integrations- og Erhvervsforvaltningen",Rådhuspladsen 1,1550,København V,01/01 - 2006,,24
64942212,Københavns Kommune,Specialfritidsinstitution ved Skolen i Charlottegården,Frederikssundsvej 77-79,2400,København NV,01/01 - 2006,,69
64942212,Københavns Kommune,HJEMMEPLEJEN VANLØSE/ BRØNSHØJ/HUSUM,Kirkebjerg Allé 63,2720,Vanløse,01/01 - 2007,,40
64942212,Københavns Kommune,Center for Kræft og Sundhed København,Nørre Allé 45,2200,København N,01/01 - 2007,,42
64942212,Københavns Kommune,Fritidsinstitutionen ved Skolen på Islands Brygge/Skibet,Artillerivej 57,2300,København S,01/01 - 2006,,61
64942212,Københavns Kommune,Specialfritidsinstitutionen ved Frejaskolen,Rughavevej 6,2500,Valby,01/01 - 2006,,26
64942212,Københavns Kommune,Ydelser iht. Serviceloven,"Bernstorffsgade 21, 3",1577,København V,01/01 - 2008,,2002
64942212,Københavns Kommune,Skolen i Peter Vedels Gade,Peter Vedels Gade 8,2300,København S,01/01 - 2008,,41
64942212,Københavns Kommune,Vesterbro Lokaludvalg,Ingerslevsgade 44,1705,København V,01/01 - 2008,,4
64942212,Københavns Kommune,ASPECT Skolegade,Skolegade 12,2500,Valby,01/01 - 2009,,7
64942212,Københavns Kommune,Amager Øst Lokaludvalg,Jemtelandsgade 3,2300,København S,01/01 - 2008,,5
64942212,Københavns Kommune,Københavns Kommune Ydelsesservice,Krumtappen 4,2500,Valby,01/01 - 2009,,264
64942212,Københavns Kommune,Fensmarkskolen,Stevnsgade 34,2200,København N,01/01 - 2008,,115
64942212,Københavns Kommune,Bispebjerg Lokaludvalg,"Rentemestervej 76, 2",2400,København NV,01/01 - 2008,,4
64942212,Københavns Kommune,Østerbro Lokaludvalg,Århusgade 103,2100,København Ø,01/01 - 2008,,4
64942212,Københavns Kommune,Vanløse Lokaludvalg,"Frode Jakobsens Plads 4, 1",2720,Vanløse,01/01 - 2008,,4
64942212,Københavns Kommune,Sekretariatet for Nørrebro Lokaludvalg,Nørrebrogade 208,2200,København N,01/01 - 2008,,4
64942212,Københavns Kommune,Aktivitetscentret,Sundholmsvej 18,2300,København S,01/01 - 2008,,17
64942212,Københavns Kommune,Vuggestuen Sejlhuset,Edvard Thomsens Vej 37,2300,København S,01/01 - 2008,,59
64942212,Københavns Kommune,Hjemmeplejen/Sygeplejen Amager - Hans Bogbinders Allé,Hans Bogbinders Allé 3,2300,København S,03/01 - 2008,,295
64942212,Københavns Kommune,Specialterapien og Sundhedsteam,Fussingsvej 19,2300,København S,02/01 - 2008,,20
64942212,Københavns Kommune,Nærumgård,Nærum Gadekær 1A,2850,Nærum,02/01 - 2008,,54
64942212,Københavns Kommune,CAS 3 og CAS Fælles Personale,Amagerfælledvej 199,2300,København S,22/09 - 2009,,96
64942212,Københavns Kommune,KTF - Degnemose Alle,Degnemose Allé 27E,2700,Brønshøj,08/10 - 2009,,16
64942212,Københavns Kommune,Center for Demens - Lindehusene - Alléen 4,Alléen 4,2200,København N,17/11 - 2009,,46
64942212,Københavns Kommune,SOF - Suhmsgade 4,Suhmsgade 4,1125,København K,06/01 - 2010,,84
64942212,Københavns Kommune,Nexus,Egelundsvej 10A,3630,Jægerspris,06/01 - 2010,,60
64942212,Københavns Kommune,Amager Fælled Ungehjem,Sundholmsvej 32,2300,København S,06/01 - 2010,,29
64942212,Københavns Kommune,"Valmuen, Specialinstitution for heroinbehandling",Tomsgårdsvej 17,2400,København NV,16/02 - 2010,,31
64942212,Københavns Kommune,Børnehuset GAIA,Amagerbrogade 262,2300,København S,16/03 - 2010,,39
64942212,Københavns Kommune,Socialforvaltningen - Sundholmsvej,Sundholmsvej 22,2300,København S,10/06 - 2010,,87
64942212,Københavns Kommune,Vestergårdsvej,Vestergårdsvej 14,2400,København NV,10/06 - 2010,,28
64942212,Københavns Kommune,BUF - Område Amager,Lyongade 25,2300,København S,30/06 - 2010,,111
64942212,Københavns Kommune,Amager Vest Lokaludvalg,Sundholmsvej 8,2300,København S,01/07 - 2010,,3
64942212,Københavns Kommune,Neurorehabilitering København,Strandvejen 119,2900,Hellerup,08/07 - 2010,,167
64942212,Københavns Kommune,Center for Rehabilitering og Akutpleje - Vigerslevvej,Vigerslevvej 180,2500,Valby,09/07 - 2010,,268
64942212,Københavns Kommune,Bolig- og Beskæftigelsesenheden,Vibevej 9,2400,København NV,22/07 - 2010,,27
64942212,Københavns Kommune,Administrativt Ressourcecenter,"Gyldenløvesgade 15, 6",1600,København V,09/07 - 2010,,305
64942212,Københavns Kommune,Plejehjemmet Ryholtgård,Rymarksvej 23,2900,Hellerup,05/08 - 2010,,80
64942212,Københavns Kommune,"Inter-/delekultur og Union - Kultur-, Fritids- og Borgerserviceforvaltningen",Nørre Allé 7,2200,København N,04/08 - 2010,,4
64942212,Københavns Kommune,Område Indre By/Østerbro,Kristianiagade 9,2100,København Ø,13/09 - 2010,,115
64942212,Københavns Kommune,Børnecenter København,Kristianiagade 9,2100,København Ø,28/09 - 2010,,59
64942212,Københavns Kommune,Byggeri København,Borups Allé 177,2400,København NV,28/09 - 2010,,114
64942212,Københavns Kommune,"Kultur-, Fritids- og Borgerserviceforvaltningen - Rådhuset",Rådhuspladsen 1,1550,København V,08/11 - 2010,,18
64942212,Københavns Kommune,Elmehuset,Alléen 3,2200,København N,12/11 - 2010,,58
64942212,Københavns Kommune,Socialforvaltningen - Hans Knudsens Plads,"Hans Knudsens Plads 3D, 2",2100,København Ø,12/11 - 2010,,91
64942212,Københavns Kommune,Vinklen Hans Knudsens Plads,"Hans Knudsens Plads 3B, 4",2100,København Ø,09/11 - 2010,,5
64942212,Københavns Kommune,Børnehuset Villa Bohéme,Bøhmensgade 10,2300,København S,09/11 - 2010,,26
64942212,Københavns Kommune,Børnehuset 8TALLET,Richard Mortensens Vej 77A,2300,København S,09/11 - 2010,,49
64942212,Københavns Kommune,Københavns Ejendomme - Kødbyen,Ingerslevsgade 56,1705,København V,18/11 - 2010,,22
64942212,Københavns Kommune,Indre By Lokaludvalg,Rådhuspladsen 1,1550,København V,01/12 - 2010,,6
64942212,Københavns Kommune,Osramhuset,Valhalsgade 4,2200,København N,18/11 - 2010,,2
64942212,Københavns Kommune,Kollektivhuset,Bellahøjvej 44,2700,Brønshøj,04/01 - 2011,,20
64942212,Københavns Kommune,Dannebrogsgade,Dannebrogsgade 12,1660,København V,27/12 - 2010,,19
64942212,Københavns Kommune,Tranehavegård og Center City - Sygeplejeteam,"Tranehavegård 14, 1. 18.",2450,København SV,27/12 - 2010,,23
64942212,Københavns Kommune,18+ enhederne,Kapelvej 47,2200,København N,12/01 - 2011,,18
64942212,Københavns Kommune,"Københavns Ejendomme, Rådhuset",Rådhuspladsen 1,1550,København V,12/01 - 2011,,109
64942212,Københavns Kommune,"Økonomiforvaltningen, Rådhuset",Rådhuspladsen 1,1550,København V,21/02 - 2011,,461
64942212,Københavns Kommune,Sygeplejeklinik (Hjemmeplejen Vanløs/Brønshøj/Husum),Indertoften 10,2720,Vanløse,23/02 - 2011,,58
64942212,Københavns Kommune,Valby Lokaludvalg,Valgårdsvej 8,2500,Valby,14/03 - 2011,,5
64942212,Københavns Kommune,Aktivitetscenter VKV - Sundhedshuset,Valby Langgade 97,2500,Valby,28/03 - 2011,,11
64942212,Københavns Kommune,Nørrebrovænge,Nørrebro Vænge 16,2200,København N,28/03 - 2011,,54
64942212,Københavns Kommune,Spektrum og Dagtilbuddet Nordlys,Radisevej 12,2300,København S,04/04 - 2011,,39
64942212,Københavns Kommune,Jacob Michaelsens Minde,Aggershvile Alle 1,2942,Skodsborg,16/05 - 2011,,64
64942212,Københavns Kommune,U-turn,Studiestræde 47,1455,København K,16/05 - 2011,,33
64942212,Københavns Kommune,Center for socialpædagogik og Psykiatri,Limfjordsvej 23,2720,Vanløse,18/05 - 2011,,12
64942212,Københavns Kommune,Sønderbro Sikret,Sundholmsvej 42,2300,København S,13/05 - 2011,,79
64942212,Københavns Kommune,SOF - Brønshøjvej,"Brønshøjvej 17, 3",2700,Brønshøj,14/10 - 2016,,174
64942212,Københavns Kommune,Den Sociale Hjemmepleje - Center Midt,"Enghavevej 82C, 2",2450,København SV,19/05 - 2011,,100
64942212,Københavns Kommune,Den Sociale Hjemmepleje - Center Syd,Radisevej 6-56,2300,København S,19/05 - 2011,,146
64942212,Københavns Kommune,Den Sociale Hjemmepleje - Center Nord,Vibevej 9,2400,København NV,19/05 - 2011,,244
64942212,Københavns Kommune,KFF - Rentemestervej 76,Rentemestervej 76,2400,København NV,30/05 - 2011,,14
64942212,Københavns Kommune,Enheden for Kriminalpræventiv indsats,"H.C. Andersens Boulevard 25, 1",1553,København V,27/06 - 2011,,24
64942212,Københavns Kommune,Hybelinstitutionen - Amagerbro,Portugalsgade 10,2300,København S,04/07 - 2011,,14
64942212,Københavns Kommune,Rønnebo,Bystævneparken 26-27,2700,Brønshøj,04/07 - 2011,,59
64942212,Københavns Kommune,Fogedgården,Fogedgården 2,2200,København N,04/07 - 2011,,23
64942212,Københavns Kommune,Botilbud Kildevæld,"Hans Knudsens Plads 3B, 2",2100,København Ø,07/07 - 2011,,49
64942212,Københavns Kommune,Den Uafhængige Kontrol- og Rådgivningsfunktion,"Suhmsgade 4, 2",1125,København K,01/08 - 2011,,16
64942212,Københavns Kommune,Multiverset,Amagerfælledvej 203,2300,København S,11/08 - 2011,,25
64942212,Københavns Kommune,Amager Klynge C,"Amagerfælledvej 53, st",2300,København S,11/08 - 2011,,1
64942212,Københavns Kommune,Amager Klynge B,Islands Brygge 35,2300,København S,11/08 - 2011,,1
64942212,Københavns Kommune,Specialklyngen,Rymarksvej 5,2900,Hellerup,12/08 - 2011,,1
64942212,Københavns Kommune,Amager Klynge D,Nordre Digevej 2,2300,København S,11/08 - 2011,,1
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge C,Fengersvej 26,2500,Valby,08/09 - 2011,,1
64942212,Københavns Kommune,Nord Klynge C,Thit Jensens Vej 6,2200,København N,08/09 - 2011,,1
64942212,Københavns Kommune,Nord Klynge F,Ragnhildgade 31,2100,København Ø,08/09 - 2011,,1
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge A,Bymosevej 2,2500,Valby,08/09 - 2011,,1
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge B,"Gårdstedet 57, 1",2500,Valby,08/09 - 2011,,1
64942212,Københavns Kommune,Indre By - Ib2,"Upsalagade 19, 1",2100,København Ø,25/08 - 2011,,1
64942212,Københavns Kommune,Fritidsklynge Amager,Norgesgade 3,2300,København S,25/08 - 2011,,2
64942212,Københavns Kommune,Ørestad Skole,Arne Jacobsens Allé 21,2300,København S,02/09 - 2011,,105
64942212,Københavns Kommune,Bofællesskaberne,Kapelvej 47,2200,København N,02/09 - 2011,,31
64942212,Københavns Kommune,KKFO Ørestad Skole,Arne Jacobsens Allé 21,2300,København S,07/09 - 2011,,27
64942212,Københavns Kommune,Nord Klynge G,Studsgaardsgade 55,2100,København Ø,03/10 - 2011,,1
64942212,Københavns Kommune,Indre By/Østerbro Klynge I,Svendborggade 1,2100,København Ø,03/10 - 2011,,1
64942212,Københavns Kommune,Indre By/Østerbro Klynge F,Krausesvej 1,2100,København Ø,03/10 - 2011,,2
64942212,Københavns Kommune,Nord Klynge M,Hyltebjerg Allé 42,2720,Vanløse,27/09 - 2011,,4
64942212,Københavns Kommune,Nord Klynge K,Mandelvej 5,2400,København NV,27/09 - 2011,,11
64942212,Københavns Kommune,Nord Klynge J,"Frederikssundsvej 277, 1",2700,Brønshøj,27/09 - 2011,,1
64942212,Københavns Kommune,Nord Klynge I,Gerlevvej 3,2700,Brønshøj,27/09 - 2011,,12
64942212,Københavns Kommune,Kysten,Rødsandsrevle 2,4880,Nysted,05/10 - 2011,,47
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge E,Angelgade 2,1765,København V,05/10 - 2011,,7
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge F og Valby/Vesterbro/Kgs. Enghave Klynge G,Hørdumsgade 51,2450,København SV,27/09 - 2011,,1
64942212,Københavns Kommune,Valby/Vesterbro/Kgs. Enghave Klynge D,"Estlandsgade 4, 5. tv.",1724,København V,27/09 - 2011,,2
64942212,Københavns Kommune,"Københavns Kommunes Ungdomsskole, Hindegade",Hindegade 4,1303,København K,11/10 - 2011,,60
64942212,Københavns Kommune,Center for Rehabilitering og Akutpleje - Kirsebærhaven,Kirsebærhaven 20,2500,Valby,07/11 - 2011,,117
64942212,Københavns Kommune,Børnehuset Bag Elefanterne,Bag Elefanterne 21,1799,København V,01/07 - 2011,,35
64942212,Københavns Kommune,Krudthuset,Refshalevej 1,1432,København K,01/01 - 2011,,48
64942212,Københavns Kommune,Børnehuset Sluseholmen,Dexter Gordons Vej 1,2450,København SV,01/01 - 2010,,38
64942212,Københavns Kommune,Børnehuset Det Røde Hjørne,Sundholmsvej 12,2300,København S,01/01 - 2010,,46
64942212,Københavns Kommune,Fritidsinstitutionen ved Skolen ved Dybbølsbro,Skelbækgade 19,1717,København V,01/01 - 2010,,22
64942212,Københavns Kommune,Bostedet Guldbergshave,Guldbergs Have 19,2200,København N,23/01 - 2012,,20
64942212,Københavns Kommune,Bygningsdrift,Gyldenløvesgade 15,1600,København V,11/01 - 2012,,230
64942212,Københavns Kommune,Ørestad Bibliotek,Arne Jacobsens Allé 19,2300,København S,26/03 - 2012,,6
64942212,Københavns Kommune,Socialforvaltningen - Linde Allé 33,Linde Allé 33,2720,Vanløse,01/01 - 2011,,4
64942212,Københavns Kommune,Musvågevej,Musvågevej 24,2400,København NV,24/04 - 2012,,144
64942212,Københavns Kommune,Brønshøj-husum Lokaludvalg,Kobbelvænget 65,2700,Brønshøj,06/06 - 2012,,5
64942212,Københavns Kommune,Hornemanns Vænge,Hornemanns Vænge 9,2500,Valby,29/05 - 2012,,46
64942212,Københavns Kommune,Natbase på Kollektivhuset,"Tomsgårdsvej 3, st. th.",2400,København NV,01/06 - 2012,,6
64942212,Københavns Kommune,Botilbuddet Grøndalsvænge,Rabarbervej 6,2400,København NV,08/06 - 2012,,92
64942212,Københavns Kommune,Skodsborg,Skodsborg Strandvej 130,2942,Skodsborg,29/06 - 2012,,37
64942212,Københavns Kommune,Valby Vandkulturhus,Julius Andersens Vej 1A,2450,København SV,31/07 - 2012,,18
64942212,Københavns Kommune,De syv Have,Gerlevvej 3,2700,Brønshøj,14/08 - 2012,,43
64942212,Københavns Kommune,BUF Faglig Støttefunktion - Område Nord,Vibevej 9,2400,København NV,31/08 - 2012,,82
64942212,Københavns Kommune,Ørestad Plejecenter,Asger Jorns Allé 5,2300,København S,10/09 - 2012,,173
64942212,Københavns Kommune,Sundholms Plejetilbud,Sundholmsvej 10,2300,København S,10/10 - 2012,,42
64942212,Københavns Kommune,Din Sociale Indgang - Amager,Lyongade 25,2300,København S,09/11 - 2012,,252
64942212,Københavns Kommune,Rusmiddelbehandling Spaniensgade,Spaniensgade 25,2300,København S,09/11 - 2012,,59
64942212,Københavns Kommune,Din Sociale Indgang - Valby-Vesterbro-Kgs. Enghave,Hanne Varmings Plads 6,2500,Valby,12/11 - 2012,,251
64942212,Københavns Kommune,Borgercenter Børn og Unge - Svendborggade 5,Svendborggade 5,2100,København Ø,31/10 - 2012,,16
64942212,Københavns Kommune,Grøndalen,Mandelvej 5,2400,København NV,27/11 - 2012,,82
64942212,Københavns Kommune,Børnehuset Trækronen,Keldsøvej 15,2100,København Ø,27/11 - 2012,,55
64942212,Københavns Kommune,Socialforvaltningen - Islands Brygge 37,Islands Brygge 37,2300,København S,26/11 - 2012,,10
64942212,Københavns Kommune,Dansekapellet,Bispebjerg Torv 1,2400,København NV,16/01 - 2013,,11
64942212,Københavns Kommune,Socialforvaltningen - Valdemarsgade 6,Valdemarsgade 6,1665,København V,22/01 - 2013,,60
64942212,Københavns Kommune,Bydækkende Center for Unge og Special,Gyldenløvesgade 15,1600,København V,22/01 - 2013,,159
